method,rate_bpp,seed,image,image_name,requested_bits,embedded_bits,capacity_limited,blind_extractable,extraction_ok,mse,psnr,ssim,correlation,payload_bits,n_changes,change_rate,embedding_efficiency,bits_per_pixel,bits_per_unit_distortion,fused_measure_1,fused_measure_2,ga_evaluations,ga_generations,ga_wall_time_s,ga_converged_at
S-UNIWARD,0.1,0,1,10.pgm,26214,26214,False,False,,0.01419830322265625,66.60843914024824,0.9999761545193343,0.9999983874120264,26214,3722,0.01419830322265625,7.042987641053197,0.09999847412109375,1846276.9521762494,0.9999745419698136,70.42915806827911,,,,
HILL,0.1,0,1,10.pgm,26214,26214,False,False,,0.0168914794921875,65.85412670612887,0.9999588316866976,0.9999980815459144,26214,4428,0.0168914794921875,5.920054200542006,0.09999847412109375,1551906.6883468835,0.9999569133115915,59.19889455355778,,,,
MiPOD-lite,0.1,0,1,10.pgm,26214,26214,False,False,,0.024219512939453125,64.28914955745219,0.9999830681848428,0.9999972492621853,26214,6349,0.024219512939453125,4.128839187273586,0.09999847412109375,1082350.419908647,0.999980317493603,41.28820922177399,,,,
AMDT,0.1,0,2,100.pgm,26214,26214,False,True,True,0.049114227294921875,61.218730451063436,0.9996735066635835,0.9999864953993463,26214,12875,0.049114227294921875,2.0360388349514564,0.09999847412109375,533735.3643495146,0.9996600064720919,20.353776523232625,2170.0,91.0,7.348118124995381,66.0
LSB,0.1,0,2,100.pgm,26214,26214,False,True,,0.050357818603515625,61.11013451762798,0.999368587804847,0.9999861546223153,26214,13201,0.050357818603515625,1.985758654647375,0.09999847412109375,520554.7167638815,0.9993547511693027,19.84507627380696,,,,
LSB-M,0.1,0,2,100.pgm,26214,26214,False,True,,0.0500335693359375,61.13818874822244,0.9996292483682816,0.9999862414636257,26214,13116,0.0500335693359375,1.9986276303751143,0.09999847412109375,523928.24153705395,0.9996154949329071,19.97889633300488,,,,
EA-LSB,0.1,0,2,100.pgm,26214,26214,False,True,,0.05036163330078125,61.10980554404005,0.9999176645544104,0.9999861516054279,26214,13202,0.05036163330078125,1.9856082411755795,0.09999847412109375,520515.2867747311,0.9999038173000521,19.85447555539349,,,,
PVD,0.1,0,2,100.pgm,26214,26214,False,True,,0.269012451171875,53.83307979192288,0.9963971072453756,0.9999262257059386,26214,13826,0.05274200439453125,1.8959930565601042,0.09999847412109375,97445.30368689733,0.9963235987521837,3.703633770154459,,,,
GA-FT,0.1,0,2,100.pgm,26214,26214,False,True,True,0.049427032470703125,61.19115824052411,0.9993800951098806,0.9999864108977922,26214,12957,0.049427032470703125,2.023153507756425,0.09999847412109375,530357.5531373003,0.9993665144316236,20.21902720993776,530.0,33.0,1.3829253750154749,8.0
WOW,0.1,0,2,100.pgm,26214,26214,False,False,,0.01512908935546875,66.33267572950288,0.9999686815392363,0.9999958397057251,26214,3966,0.01512908935546875,6.609682299546142,0.09999847412109375,1732688.5567322238,0.9999645213752555,66.09548650816818,,,,
S-UNIWARD,0.1,0,2,100.pgm,26214,26214,False,False,,0.013584136962890625,66.80048309145319,0.9999663631295014,0.999996264580849,26214,3561,0.013584136962890625,7.361415332771693,0.09999847412109375,1929750.8609941027,0.9999626278359982,73.61252544550405,,,,
HILL,0.1,0,2,100.pgm,26214,26214,False,False,,0.014316558837890625,66.5724171840649,0.9999636742209757,0.9999960631637894,26214,3753,0.014316558837890625,6.984812150279776,0.09999847412109375,1831026.5963229416,0.9999597375277737,69.84637501584884,,,,
MiPOD-lite,0.1,0,2,100.pgm,26214,26214,False,False,,0.01934051513671875,65.26612323486236,0.9999736808223224,0.9999946816967026,26214,5070,0.01934051513671875,5.170414201183432,0.09999847412109375,1355393.0603550295,0.9999683626589984,51.70329515993698,,,,
AMDT,0.1,0,3,1000.pgm,26214,26214,False,True,True,0.048999786376953125,61.22886174217207,0.9996638377552766,0.9999966256292371,26214,12845,0.048999786376953125,2.0407940833008955,0.09999847412109375,534981.92417283,0.9996604645188497,20.40132291248185,2388.0,100.0,8.089821791974828,94.0
LSB,0.1,0,3,1000.pgm,26214,26214,False,True,,0.0497589111328125,61.162094926856525,0.9994037964505922,0.9999965749728297,26214,13044,0.0497589111328125,2.0096596136154554,0.09999847412109375,526820.20975161,0.9994003734654352,20.08485215437926,,,,
LSB-M,0.1,0,3,1000.pgm,26214,26214,False,True,,0.05043792724609375,61.10323129994626,0.9995884534338133,0.9999965274353028,26214,13222,0.05043792724609375,1.9826047496596582,0.09999847412109375,519727.9394947814,0.9995849822982381,19.818121736468715,,,,
EA-LSB,0.1,0,3,1000.pgm,26214,26214,False,True,,0.0497894287109375,61.159432177037345,0.9999585469411504,0.9999965711634766,26214,13052,0.0497894287109375,2.008427827152927,0.09999847412109375,526497.3043211768,0.9999551182467628,20.08368330659511,,,,
PVD,0.1,0,3,1000.pgm,26214,26214,False,True,,0.23329925537109375,54.45167008223927,0.9972762128534993,0.9999839624988083,26214,13510,0.05153656005859375,1.940340488527017,0.09999847412109375,112362.12459531051,0.9972602190350472,4.274596665337706,,,,
GA-FT,0.1,0,3,1000.pgm,26214,26214,False,True,True,0.049633026123046875,61.17309605951148,0.9994075187537552,0.9999965835295308,26214,13011,0.049633026123046875,2.0147567442932903,0.09999847412109375,528156.3919760203,0.9994041043074807,20.135868843254187,668.0,45.0,1.6569844590267166,20.0
WOW,0.1,0,3,1000.pgm,26214,26214,False,False,,0.018291473388671875,65.50831671312889,0.9999812897838539,0.9999987403704379,26214,4795,0.018291473388671875,5.466944734098019,0.09999847412109375,1433126.760375391,0.9999800301778597,54.66918978747547,,,,
S-UNIWARD,0.1,0,3,1000.pgm,26214,26214,False,False,,0.015972137451171875,66.09717321928342,0.9999785946394862,0.9999989000617512,26214,4187,0.015972137451171875,6.260807260568426,0.09999847412109375,1641233.0585144495,0.999977494724782,62.60761891023006,,,,
HILL,0.1,0,3,1000.pgm,26214,26214,False,False,,0.01827239990234375,65.5128476940501,0.9999727912307115,0.999998741680774,26214,4790,0.01827239990234375,5.472651356993737,0.09999847412109375,1434622.7173277661,0.9999715329457227,54.72579071660199,,,,
MiPOD-lite,0.1,0,3,1000.pgm,26214,26214,False,False,,0.023296356201171875,64.45792362823707,0.9999835939177768,0.9999983957600506,26214,6107,0.023296356201171875,4.292451285410185,0.09999847412109375,1125240.3497625676,0.9999819897041466,42.92439474521104,,,,
AMDT,0.1,0,4,10000.pgm,26214,26214,False,True,True,0.049045562744140625,61.22480638915555,0.9997212770740295,0.9999907683576789,26214,12857,0.049045562744140625,2.0388893209924555,0.09999847412109375,534482.6021622462,0.9997120480047786,20.38333321242628,2384.0,100.0,8.052633084007539,96.0
