method,rate_bpp,seed,image,image_name,requested_bits,embedded_bits,capacity_limited,blind_extractable,extraction_ok,mse,psnr,ssim,correlation,payload_bits,n_changes,change_rate,embedding_efficiency,bits_per_pixel,bits_per_unit_distortion,fused_measure_1,fused_measure_2,ga_evaluations,ga_generations,ga_wall_time_s,ga_converged_at
HILL,0.1,0,165,1146.pgm,26214,26214,False,False,,0.015727996826171875,66.16406948018214,0.9999093381962922,0.9999937681546421,26214,4123,0.015727996826171875,6.357991753577492,0.09999847412109375,1666709.390249818,0.9999031069159248,63.574727154830995,,,,
MiPOD-lite,0.1,0,165,1146.pgm,26214,26214,False,False,,0.02402496337890625,64.32417626519046,0.999948739904693,0.9999904809105701,26214,6298,0.02402496337890625,4.162273737694506,0.09999847412109375,1091115.0866941886,0.9999392213032126,41.6208426848697,,,,
AMDT,0.1,0,166,1147.pgm,26214,26214,False,True,True,0.049190521240234375,61.211989363456155,0.9995138221031805,0.999989307014816,26214,12895,0.049190521240234375,2.0328809616130283,0.09999847412109375,532907.5468010857,0.9995031343166896,20.319018971873927,1509.0,63.0,6.188744707964361,38.0
LSB,0.1,0,166,1147.pgm,26214,26214,False,True,,0.0501708984375,61.126284826235974,0.9992795554207556,0.9999890936945436,26214,13152,0.0501708984375,1.9931569343065694,0.09999847412109375,522494.1313868613,0.9992686569726879,19.917296442628366,,,,
LSB-M,0.1,0,166,1147.pgm,26214,26214,False,True,,0.049282073974609375,61.20391384585417,0.9995492503402487,0.9999892869557988,26214,12919,0.049282073974609375,2.029104419846737,0.09999847412109375,531917.5490363031,0.9995385421249485,20.28199021493943,,,,
EA-LSB,0.1,0,166,1147.pgm,26214,26214,False,True,,0.04985809326171875,61.153446952390276,0.9999594942812483,0.9999891618210315,26214,13070,0.04985809326171875,2.0056618209640398,0.09999847412109375,525772.2123947972,0.9999486565412881,20.05589446215451,,,,
PVD,0.1,0,166,1147.pgm,26214,26214,False,True,,0.250518798828125,54.14240040161679,0.9966759190918952,0.9999456088476877,26214,13651,0.052074432373046875,1.9202988792029887,0.09999847412109375,104638.85394079669,0.9966217087401739,3.9782312281639687,,,,
GA-FT,0.1,0,166,1147.pgm,26214,26214,False,True,True,0.049411773681640625,61.192499172937396,0.9992968472335825,0.9999892586007,26214,12953,0.049411773681640625,2.0237782753030187,0.09999847412109375,530521.3322010345,0.9992861133871271,20.22364385916429,505.0,31.0,1.6973517499864101,6.0
WOW,0.1,0,166,1147.pgm,26214,26214,False,False,,0.019008636474609375,65.34129395648515,0.9999797096844472,0.999995867877691,26214,4983,0.019008636474609375,5.260686333534015,0.09999847412109375,1379057.358217941,0.9999755776459802,52.606381261574924,,,,
S-UNIWARD,0.1,0,166,1147.pgm,26214,26214,False,False,,0.01611328125,66.05896373293815,0.9999762901662457,0.9999964971735579,26214,4224,0.01611328125,6.205965909090909,0.09999847412109375,1626856.7272727273,0.999972787422855,62.05891723157597,,,,
HILL,0.1,0,166,1147.pgm,26214,26214,False,False,,0.019287109375,65.27813217545243,0.9999712064741597,0.9999958072284464,26214,5056,0.019287109375,5.1847310126582276,0.09999847412109375,1359146.1265822784,0.9999670138233308,51.84639099519447,,,,
MiPOD-lite,0.1,0,166,1147.pgm,26214,26214,False,False,,0.023654937744140625,64.39158551472622,0.9999850757408677,0.999994857750727,26214,6201,0.023654937744140625,4.227382680212869,0.09999847412109375,1108183.0053217222,0.999979933568339,42.27362356157695,,,,
AMDT,0.1,0,167,1148.pgm,26214,26214,False,True,True,0.048946380615234375,61.23359777843098,0.9996701073545581,0.9999916550960988,26214,12831,0.048946380615234375,2.0430208089782558,0.09999847412109375,535565.6469487959,0.9996617652035793,20.42360952205807,2373.0,100.0,10.76550637499895,96.0
LSB,0.1,0,167,1148.pgm,26214,26214,False,True,,0.049686431884765625,61.1684255084801,0.9998181934997911,0.999991554216335,26214,13025,0.049686431884765625,2.0125911708253357,0.09999847412109375,527588.6998848368,0.9998097492516245,20.122389781790236,,,,
LSB-M,0.1,0,167,1148.pgm,26214,26214,False,True,,0.05007171630859375,61.13487882898667,0.9996921450213907,0.9999914643094749,26214,13126,0.05007171630859375,1.9971049824775255,0.09999847412109375,523529.08852658846,0.9996836119586204,19.9650358657078,,,,
EA-LSB,0.1,0,167,1148.pgm,26214,26214,False,True,,0.0498046875,61.15810141409786,0.9999628652947975,0.9999915086763868,26214,13056,0.0498046875,2.0078125,0.09999847412109375,526336.0,0.999954374286507,20.07751527979183,,,,
PVD,0.1,0,167,1148.pgm,26214,26214,False,True,,0.6533164978027344,49.979567355661665,0.999205548865193,0.999888696707427,26214,12526,0.04778289794921875,2.0927670445473416,0.09999847412109375,40124.503342811935,0.999094333997647,1.5292654285600462,,,,
GA-FT,0.1,0,167,1148.pgm,26214,26214,False,True,True,0.049472808837890625,61.187137925662576,0.9998226610454082,0.9999915973435266,26214,12969,0.049472808837890625,2.0212815174647236,0.09999847412109375,529866.8221142725,0.9998142598790531,20.20936921441395,379.0,25.0,1.3649168749107048,0.0
WOW,0.1,0,167,1148.pgm,26214,26214,False,False,,0.01837158203125,65.48933804569803,0.9999737912498009,0.999996868596042,26214,4816,0.01837158203125,5.443106312292358,0.09999847412109375,1426877.661129568,0.9999706599279131,54.43029665202302,,,,
S-UNIWARD,0.1,0,167,1148.pgm,26214,26214,False,False,,0.01385498046875,66.71474442970523,0.9999673553533385,0.9999976378578695,26214,3632,0.01385498046875,7.217511013215859,0.09999847412109375,1892027.207048458,0.9999649932883193,72.17368480191993,,,,
HILL,0.1,0,167,1148.pgm,26214,26214,False,False,,0.017581939697265625,65.68013574695051,0.9999678696695004,0.9999970023608645,26214,4609,0.017581939697265625,5.687567802126274,0.09999847412109375,1490961.77392059,0.9999648721266801,56.87454793638022,,,,
MiPOD-lite,0.1,0,167,1148.pgm,26214,26214,False,False,,0.022083282470703125,64.6901673325277,0.9999826602196749,0.999996240978727,26214,5789,0.022083282470703125,4.52824321989981,0.09999847412109375,1187051.7906374158,0.9999789012635825,45.282167747942744,,,,
AMDT,0.1,0,168,1149.pgm,26214,26214,False,True,True,0.04906463623046875,61.22311777572823,0.9996001600976818,0.9999947447445514,26214,12862,0.04906463623046875,2.0380967190172603,0.09999847412109375,534274.8263100607,0.9995949069434941,20.373021869522262,2374.0,100.0,9.860572583973408,87.0
LSB,0.1,0,168,1149.pgm,26214,26214,False,True,,0.0504608154296875,61.10126096577907,0.9993225562810929,0.999994595233999,26214,13228,0.0504608154296875,1.9817054732385848,0.09999847412109375,519492.1995766556,0.9993171551765168,19.803824941532568,,,,
LSB-M,0.1,0,168,1149.pgm,26214,26214,False,True,,0.04986572265625,61.152782436312314,0.9996025173995963,0.9999946588672085,26214,13072,0.04986572265625,2.0053549571603426,0.09999847412109375,525691.7698898409,0.9995971783898121,20.045777442764603,,,,
EA-LSB,0.1,0,168,1149.pgm,26214,26214,False,True,,0.050754547119140625,61.07605403932165,0.999955350280773,0.9999945637430584,26214,13305,0.050754547119140625,1.9702367531003382,0.09999847412109375,516485.74340473505,0.9999499142665588,19.701681347274917,,,,
PVD,0.1,0,168,1149.pgm,26214,26214,False,True,,0.26296234130859375,53.931868029975824,0.9965273993593403,0.9999718698509623,26214,13780,0.0525665283203125,1.902322206095791,0.09999847412109375,99687.27791800853,0.9964993668950762,3.789513593224575,,,,
GA-FT,0.1,0,168,1149.pgm,26214,26214,False,True,True,0.049991607666015625,61.14183257536952,0.9993308487104188,0.9999946454594707,26214,13105,0.049991607666015625,2.0003052270125905,0.09999847412109375,524368.0134299885,0.9993254977528871,19.989865187556877,458.0,29.0,1.6648297919891775,4.0
WOW,0.1,0,168,1149.pgm,26214,26214,False,False,,0.017726898193359375,65.64447610340704,0.9999814000003205,0.9999981012791567,26214,4647,0.017726898193359375,5.641058747579083,0.09999847412109375,1478769.7043253712,0.9999795013147934,56.41029188566068,,,,
S-UNIWARD,0.1,0,168,1149.pgm,26214,26214,False,False,,0.01593017578125,66.10859792825366,0.9999765823393337,0.9999982937432337,26214,4176,0.01593017578125,6.277298850574713,0.09999847412109375,1645556.2298850575,0.999974876122524,62.77236923521622,,,,
HILL,0.1,0,168,1149.pgm,26214,26214,False,False,,0.016811370849609375,65.87477232309654,0.9999722372366305,0.999998199334889,26214,4407,0.016811370849609375,5.9482641252552755,0.09999847412109375,1559301.750850919,0.999970436621511,59.48179036480812,,,,
MiPOD-lite,0.1,0,168,1149.pgm,26214,26214,False,False,,0.023723602294921875,64.37899726006049,0.9999850680814321,0.9999974589771876,26214,6219,0.023723602294921875,4.215147129763627,0.09999847412109375,1104975.5291847563,0.999982527096562,42.15137796803363,,,,
AMDT,0.1,0,169,115.pgm,26214,26214,False,True,True,0.049266815185546875,61.20525872310236,0.9996934179406765,0.999990568559511,26214,12915,0.049266815185546875,2.029732868757259,0.09999847412109375,532082.2931475029,0.9996839893916979,20.29122413589603,1846.0,77.0,7.748053082963452,52.0
LSB,0.1,0,169,115.pgm,26214,26214,False,True,,0.049892425537109375,61.150457430426556,0.9993671715593653,0.999990449051726,26214,13079,0.049892425537109375,2.004281672910773,0.09999847412109375,525410.4148635217,0.9993576266552029,20.03024739520617,,,,
LSB-M,0.1,0,169,115.pgm,26214,26214,False,True,,0.04985809326171875,61.153446952390276,0.9997000647734979,0.9999904555065358,26214,13070,0.04985809326171875,2.0056618209640398,0.09999847412109375,525772.2123947972,0.9996905231427635,20.050717100132868,,,,
EA-LSB,0.1,0,169,115.pgm,26214,26214,False,True,,0.05007171630859375,61.13487882898667,0.9999794713637085,0.9999904145077213,26214,13126,0.05007171630859375,1.9971049824775255,0.09999847412109375,523529.08852658846,0.9999698860682068,19.97075314745269,,,,
PVD,0.1,0,169,115.pgm,26214,26214,False,True,,0.21661376953125,54.77394300816054,0.997373688468329,0.9999586023213057,26214,13462,0.05135345458984375,1.9472589511216758,0.09999847412109375,121017.23753169907,0.9973323995128356,4.604196684592363,,,,
GA-FT,0.1,0,169,115.pgm,26214,26214,False,True,True,0.049365997314453125,61.196524456134995,0.9993770710727882,0.9999905496725044,26214,12941,0.049365997314453125,2.0256548952940268,0.09999847412109375,531013.2768719574,0.9993676266321749,20.244048150518882,481.0,32.0,1.6537510419730097,7.0
WOW,0.1,0,169,115.pgm,26214,26214,False,False,,0.0168609619140625,65.86198013470481,0.9999849873039451,0.999996772162784,26214,4420,0.0168609619140625,5.930769230769231,0.09999847412109375,1554715.5692307693,0.9999817595151878,59.30751546749986,,,,
S-UNIWARD,0.1,0,169,115.pgm,26214,26214,False,False,,0.01491546630859375,66.39443525423705,0.9999822712186929,0.9999971446499736,26214,3910,0.01491546630859375,6.7043478260869565,0.09999847412109375,1757504.556521739,0.9999794159192883,67.04312122934678,,,,
HILL,0.1,0,169,115.pgm,26214,26214,False,False,,0.016544342041015625,65.9443086067081,0.9999704910770181,0.9999968328129176,26214,4337,0.016544342041015625,6.044270232879871,0.09999847412109375,1584469.175928061,0.9999673239833959,60.441649568435174,,,,
MiPOD-lite,0.1,0,169,115.pgm,26214,26214,False,False,,0.020305633544921875,65.05463816646817,0.9999905912454082,0.9999961128784427,26214,5323,0.020305633544921875,4.924666541424009,0.09999847412109375,1290971.7858350554,0.9999867041604239,49.246762084431744,,,,
AMDT,0.1,0,170,1150.pgm,26214,26214,False,True,True,0.04894256591796875,61.23393626444644,0.9995440472496852,0.9999941714560335,26214,12830,0.04894256591796875,2.0431800467653938,0.09999847412109375,535607.3901792674,0.9995382213632593,20.422677124010153,1999.0,84.0,8.350587458000518,59.0
LSB,0.1,0,170,1150.pgm,26214,26214,False,True,,0.0505828857421875,61.090767587508175,0.9993041910075589,0.9999939768360875,26214,13260,0.0505828857421875,1.976923076923077,0.09999847412109375,518238.5230769231,0.9992981720346179,19.755657617635208,,,,
LSB-M,0.1,0,170,1150.pgm,26214,26214,False,True,,0.04978179931640625,61.16009771145272,0.9994989932844512,0.9999940715608386,26214,13050,0.04978179931640625,2.008735632183908,0.09999847412109375,526577.9935632184,0.9994930678154778,20.077479752446024,,,,
EA-LSB,0.1,0,170,1150.pgm,26214,26214,False,True,,0.049785614013671875,61.15976493149631,0.9999191591367438,0.9999940710771994,26214,13051,0.049785614013671875,2.008581717876025,0.09999847412109375,526537.6458508926,0.9999132306932424,20.084380809658214,,,,
PVD,0.1,0,170,1150.pgm,26214,26214,False,True,,0.2685737609863281,53.84016779994204,0.9965107849252901,0.999968180624739,26214,13801,0.052646636962890625,1.89942757771176,0.09999847412109375,97604.47150060366,0.9964790765746729,3.7102622121950297,,,,
GA-FT,0.1,0,170,1150.pgm,26214,26214,False,True,True,0.049671173095703125,61.16975943917293,0.9993195107189996,0.999994086212519,26214,13021,0.049671173095703125,2.013209430919284,0.09999847412109375,527750.7730589048,0.9993136009557876,20.11858264410982,605.0,39.0,2.0359570840373635,14.0
WOW,0.1,0,170,1150.pgm,26214,26214,False,False,,0.01816558837890625,65.53830891750711,0.9999645752640307,0.99999783669182,26214,4762,0.01816558837890625,5.504829903401932,0.09999847412109375,1443058.130197396,0.9999624120324853,55.04706983197056,,,,
S-UNIWARD,0.1,0,170,1150.pgm,26214,26214,False,False,,0.01544189453125,66.24379778987829,0.9999560501580054,0.9999981610514561,26214,4048,0.01544189453125,6.475790513833992,0.09999847412109375,1697589.628458498,0.999954211290283,64.75592805446638,,,,
HILL,0.1,0,170,1150.pgm,26214,26214,False,False,,0.01706695556640625,65.80924303058961,0.999955899317351,0.9999979675208992,26214,4474,0.01706695556640625,5.8591864103710325,0.09999847412109375,1535950.562360304,0.9999538669278839,58.59005509431006,,,,
MiPOD-lite,0.1,0,170,1150.pgm,26214,26214,False,False,,0.0233612060546875,64.44585100793348,0.9999709991141777,0.9999972180633667,26214,6124,0.0233612060546875,4.280535597648596,0.09999847412109375,1122116.7237099935,0.999968217258223,42.80464865201496,,,,
AMDT,0.1,0,171,1151.pgm,26214,26214,False,True,True,0.048824310302734375,61.24444243753533,0.9993445059418492,0.9999910801925681,26214,12799,0.048824310302734375,2.0481287600593796,0.09999847412109375,536904.665677006,0.9993355919812981,20.467991985650862,2375.0,100.0,10.232736208010465,75.0
LSB,0.1,0,171,1151.pgm,26214,26214,False,True,,0.0499420166015625,61.146142861836054,0.9993198171795732,0.9999908759114617,26214,13092,0.0499420166015625,2.0022914757103574,0.09999847412109375,524888.6966086159,0.9993106992970832,20.009418267379665,,,,
LSB-M,0.1,0,171,1151.pgm,26214,26214,False,True,,0.04990386962890625,61.149461380236254,0.9993268706319111,0.9999908829793509,26214,13082,0.04990386962890625,2.003822045558783,0.09999847412109375,525289.9263109616,0.9993177597481963,20.02485513005895,,,,
EA-LSB,0.1,0,171,1151.pgm,26214,26214,False,True,,0.049922943115234375,61.147801804069076,0.9996575167810641,0.9999908792958526,26214,13087,0.049922943115234375,2.003056468250936,0.09999847412109375,525089.2348131734,0.9996483992006048,20.023827459314077,,,,
PVD,0.1,0,171,1151.pgm,26214,26214,False,True,,0.237152099609375,54.380533868674576,0.9970265275229707,0.9999568423226066,26214,13550,0.05168914794921875,1.9346125461254613,0.09999847412109375,110536.65577145798,0.9969834981737432,4.20398343432727,,,,
GA-FT,0.1,0,171,1151.pgm,26214,26214,False,True,True,0.0497283935546875,61.16475931026465,0.9993245678579282,0.9999909150698867,26214,13036,0.0497283935546875,2.010892911936177,0.09999847412109375,527143.5115065972,0.9993154890640688,20.09547097002234,545.0,34.0,1.8773782079806551,9.0
WOW,0.1,0,171,1151.pgm,26214,26214,False,False,,0.017822265625,65.62117448715229,0.999884439867539,0.9999967439419969,26214,4672,0.017822265625,5.610873287671233,0.09999847412109375,1470856.7671232878,0.9998811841858064,56.102922334589906,,,,
S-UNIWARD,0.1,0,171,1151.pgm,26214,26214,False,False,,0.013370513916015625,66.86932260516895,0.9998844919052128,0.9999975572535482,26214,3505,0.013370513916015625,7.479029957203994,0.09999847412109375,1960582.8291012838,0.999882049440918,74.782619106602,,,,
HILL,0.1,0,171,1151.pgm,26214,26214,False,False,,0.0157623291015625,66.15459969971988,0.9998521000993065,0.9999971202841478,26214,4132,0.0157623291015625,6.344143272023233,0.09999847412109375,1663079.0939012584,0.9998492208093639,63.432834980602586,,,,
MiPOD-lite,0.1,0,171,1151.pgm,26214,26214,False,False,,0.0293426513671875,63.4558100725313,0.9998834401084329,0.9999946392297869,26214,7692,0.0293426513671875,3.40795631825273,0.09999847412109375,893375.3010920436,0.9998780799630707,34.075928158325425,,,,
AMDT,0.1,0,172,1152.pgm,26214,26214,False,True,True,0.048885345458984375,61.239016722993085,0.9998365354183517,0.999985011335387,26214,12815,0.048885345458984375,2.045571595786188,0.09999847412109375,536234.3204057745,0.9998215492038545,20.452377697580587,2390.0,100.0,9.893922916031443,79.0
LSB,0.1,0,172,1152.pgm,26214,26214,False,True,,0.050445556640625,61.10257442256181,0.9998746479790193,0.9999845323454599,26214,13224,0.050445556640625,1.9823049001814883,0.09999847412109375,519649.33575317607,0.9998591822633809,19.820560002665736,,,,
LSB-M,0.1,0,172,1152.pgm,26214,26214,False,True,,0.050258636474609375,61.11869658934988,0.9998333465821527,0.9999845897741384,26214,13175,0.050258636474609375,1.9896774193548388,0.09999847412109375,521581.99741935486,0.9998179389244579,19.893455315477276,,,,
EA-LSB,0.1,0,172,1152.pgm,26214,26214,False,True,,0.04965972900390625,61.17076015613708,0.9999465797920387,0.9999847736299413,26214,13018,0.04965972900390625,2.013673375326471,0.09999847412109375,527872.3933015824,0.9999313542353759,20.135658697547886,,,,
PVD,0.1,0,172,1152.pgm,26214,26214,False,True,,0.5132217407226562,51.02775315511289,0.9994079395905088,0.9998428028241183,26214,12555,0.047893524169921875,2.087933094384707,0.09999847412109375,51077.337376800606,0.9992508354848514,1.9470157949229279,,,,
GA-FT,0.1,0,172,1152.pgm,26214,26214,False,True,True,0.04953765869140625,61.181448842828345,0.9998780543546407,0.9999848108644055,26214,12986,0.04953765869140625,2.018635453565378,0.09999847412109375,529173.1723394424,0.9998628670712951,20.18389430352207,488.0,32.0,1.6535906669450924,7.0
WOW,0.1,0,172,1152.pgm,26214,26214,False,False,,0.01496124267578125,66.38112693487807,0.9999796050706066,0.9999954125672489,26214,3922,0.01496124267578125,6.6838347781744005,0.09999847412109375,1752127.18408975,0.9999750177314158,66.83769787052124,,,,
S-UNIWARD,0.1,0,172,1152.pgm,26214,26214,False,False,,0.013332366943359375,66.88173102737872,0.9999775988611561,0.9999959120190528,26214,3495,0.013332366943359375,7.500429184549356,0.09999847412109375,1966192.5081545063,0.9999735109717843,75.0034495165057,,,,
HILL,0.1,0,172,1152.pgm,26214,26214,False,False,,0.01470947265625,66.45483257588778,0.9999766538876238,0.9999954898086763,26214,3856,0.01470947265625,6.798236514522822,0.09999847412109375,1782116.9128630706,0.9999721438015955,67.9815087304786,,,,
MiPOD-lite,0.1,0,172,1152.pgm,26214,26214,False,False,,0.02033233642578125,65.04893073793,0.9999825735323649,0.9999937659271387,26214,5330,0.02033233642578125,4.9181988742964355,0.09999847412109375,1289276.3257035648,0.9999763395681415,49.18157552715776,,,,
AMDT,0.1,0,173,1153.pgm,26214,26214,False,True,True,0.048885345458984375,61.239016722993085,0.999637860228518,0.999992978856583,26214,12815,0.048885345458984375,2.045571595786188,0.09999847412109375,536234.3204057745,0.9996308416277363,20.44847657804614,2372.0,100.0,10.605169708025642,96.0
LSB,0.1,0,173,1153.pgm,26214,26214,False,True,,0.049465179443359375,61.18780771974457,0.9995226851962573,0.9999928957328653,26214,12967,0.049465179443359375,2.0215932752371404,0.09999847412109375,529948.5475437649,0.9995155843200945,20.206448163492468,,,,
LSB-M,0.1,0,173,1153.pgm,26214,26214,False,True,,0.049938201904296875,61.146474599591166,0.9996232565988843,0.9999928277101929,26214,13091,0.049938201904296875,2.002444427469254,0.09999847412109375,524928.7919945001,0.9996160870111901,20.01706206656951,,,,
EA-LSB,0.1,0,173,1153.pgm,26214,26214,False,True,,0.04949188232421875,61.185463892253644,0.9999325138121439,0.999992892065536,26214,12974,0.04949188232421875,2.020502543548636,0.09999847412109375,529662.6187760136,0.9999254063573673,20.203826554967296,,,,
PVD,0.1,0,173,1153.pgm,26214,26214,False,True,,0.3266754150390625,52.98963909326762,0.9979741910145836,0.9999531416692741,26214,13283,0.050670623779296875,1.973499962357901,0.09999847412109375,80244.78976131533,0.9979274276098851,3.0547980707105156,,,,
GA-FT,0.1,0,173,1153.pgm,26214,26214,False,True,True,0.049655914306640625,61.17109377970698,0.9995217812623928,0.9999928683478772,26214,13017,0.049655914306640625,2.013828070984098,0.09999847412109375,527912.9458400554,0.9995146530207596,20.128813797455173,488.0,30.0,1.6715289159910753,5.0
WOW,0.1,0,173,1153.pgm,26214,26214,False,False,,0.017948150634765625,65.59060655056297,0.9999671679871917,0.9999974222000791,26214,4705,0.017948150634765625,5.571519659936238,0.09999847412109375,1460540.4497343253,0.9999645902719052,55.71407386870102,,,,
S-UNIWARD,0.1,0,173,1153.pgm,26214,26214,False,False,,0.01537322998046875,66.26315236678462,0.9999612285744315,0.9999977920158108,26214,4030,0.01537322998046875,6.504714640198511,0.09999847412109375,1705171.9146401985,0.9999590206758491,65.04547332904461,,,,
HILL,0.1,0,173,1153.pgm,26214,26214,False,False,,0.01946258544921875,65.238798285458,0.9999561710457016,0.9999972046886143,26214,5102,0.01946258544921875,5.137985103880831,0.09999847412109375,1346891.9670717365,0.9999533758568314,51.37823946699593,,,,
MiPOD-lite,0.1,0,173,1153.pgm,26214,26214,False,False,,0.023532867431640625,64.41405512575592,0.999970383933017,0.9999966201125942,26214,6169,0.023532867431640625,4.249311071486464,0.09999847412109375,1113931.4015237477,0.99996700414571,42.492357000287406,,,,
AMDT,0.1,0,174,1154.pgm,26214,26214,False,True,True,0.049015045166015625,61.2275095370334,0.9995389913608809,0.9999947387353516,26214,12849,0.049015045166015625,2.0401587672192387,0.09999847412109375,534815.3798739201,0.999533732521721,20.39238623847568,1919.0,80.0,7.690311582991853,55.0
LSB,0.1,0,174,1154.pgm,26214,26214,False,True,,0.050022125244140625,61.13918221610257,0.9994293331476444,0.9999946309195046,26214,13113,0.050022125244140625,1.9990848776023793,0.09999847412109375,524048.1061541981,0.9994239671311053,19.97963825513738,,,,
LSB-M,0.1,0,174,1154.pgm,26214,26214,False,True,,0.04985809326171875,61.153446952390276,0.9995088972093695,0.9999946482786873,26214,13070,0.04985809326171875,2.0056618209640398,0.09999847412109375,525772.2123947972,0.9995035481163022,20.046966956189742,,,,
EA-LSB,0.1,0,174,1154.pgm,26214,26214,False,True,,0.04984283447265625,61.15477628965778,0.9998897457969225,0.9999946498145496,26214,13066,0.04984283447265625,2.00627583039951,0.09999847412109375,525933.1712842492,0.9998843962013525,20.060745075601357,,,,
PVD,0.1,0,174,1154.pgm,26214,26214,False,True,,0.2965507507324219,53.409813330598936,0.9971729233956079,0.999968209575921,26214,13472,0.0513916015625,1.945813539192399,0.09999847412109375,88396.33666499441,0.9971412228454931,3.362463997756711,,,,
GA-FT,0.1,0,174,1154.pgm,26214,26214,False,True,True,0.049755096435546875,61.16242788540455,0.9994327255576719,0.999994659930417,26214,13043,0.049755096435546875,2.0098136931687494,0.09999847412109375,526860.6007820286,0.999427388517374,20.086935010005252,787.0,48.0,2.659427000093274,23.0
WOW,0.1,0,174,1154.pgm,26214,26214,False,False,,0.019222259521484375,65.29275924463803,0.9999564822980905,0.9999979366632792,26214,5039,0.019222259521484375,5.202222663226831,0.09999847412109375,1363731.4578289343,0.9999544190511613,52.02064918193047,,,,
S-UNIWARD,0.1,0,174,1154.pgm,26214,26214,False,False,,0.01561737060546875,66.19472444493086,0.9999481555269513,0.9999983236190586,26214,4094,0.01561737060546875,6.403028822667318,0.09999847412109375,1678515.5876893015,0.9999464792329209,64.02783826380919,,,,
HILL,0.1,0,174,1154.pgm,26214,26214,False,False,,0.018123626708984375,65.54835252400366,0.9999409719608247,0.9999980545856639,26214,4751,0.018123626708984375,5.517575247316355,0.09999847412109375,1446399.2456324985,0.9999390266613226,55.17323010000121,,,,
MiPOD-lite,0.1,0,174,1154.pgm,26214,26214,False,False,,0.027660369873046875,63.71222377692259,0.9999537441230045,0.9999970310198271,26214,7251,0.027660369873046875,3.6152254861398427,0.09999847412109375,947709.6698386429,0.9999507752801644,36.15102689767527,,,,
AMDT,0.1,0,175,1155.pgm,26214,26214,False,True,True,0.0491485595703125,61.215695666719185,0.9994067550269604,0.9999146029714596,26214,12884,0.0491485595703125,2.0346165787022663,0.09999847412109375,533362.5284073269,0.9993214086597779,20.3326693070249,1682.0,70.0,7.738759082974866,45.0
LSB,0.1,0,175,1155.pgm,26214,26214,False,True,,0.050304412841796875,61.114742766314606,0.9992872443437528,0.9999125891195676,26214,13187,0.050304412841796875,1.9878668385531204,0.09999847412109375,521107.3645256692,0.9991998957659198,19.863066465129393,,,,
LSB-M,0.1,0,175,1155.pgm,26214,26214,False,True,,0.050106048583984375,61.13190205697482,0.9993936798243777,0.999912931346196,26214,13135,0.050106048583984375,1.9957365816520747,0.09999847412109375,523170.37046060147,0.9993066639620551,19.943832974318155,,,,
EA-LSB,0.1,0,175,1155.pgm,26214,26214,False,True,,0.05035400390625,61.11046351613722,0.999935672632205,0.9999125115358233,26214,13200,0.05035400390625,1.9859090909090908,0.09999847412109375,520594.1527272727,0.9998481897959308,19.85637908074731,,,,
PVD,0.1,0,175,1155.pgm,26214,26214,False,True,,0.22887039184570312,54.534907477029094,0.9970118145904012,0.9996032605583193,26214,13591,0.051845550537109375,1.9287763961445075,0.09999847412109375,114536.4404220211,0.9966162606797315,4.354500609024243,,,,
GA-FT,0.1,0,175,1155.pgm,26214,26214,False,True,True,0.049701690673828125,61.16709198737681,0.9992984857164322,0.9999136359728455,26214,13029,0.049701690673828125,2.011973290352291,0.09999847412109375,527426.726226111,0.9992121822748764,20.104188986895785,547.0,33.0,1.873960500000976,8.0
WOW,0.1,0,175,1155.pgm,26214,26214,False,False,,0.0190887451171875,65.3230298179819,0.9999791273110185,0.999966827064773,26214,5004,0.0190887451171875,5.238609112709832,0.09999847412109375,1373269.9472422062,0.9999459550681998,52.38405924168629,,,,
S-UNIWARD,0.1,0,175,1155.pgm,26214,26214,False,False,,0.018115997314453125,65.55018113237553,0.9999760959907972,0.9999685185086132,26214,4749,0.018115997314453125,5.519898926089703,0.09999847412109375,1447008.3840808591,0.9999446152519442,55.19677431472008,,,,
HILL,0.1,0,175,1155.pgm,26214,26214,False,False,,0.019626617431640625,65.2023490372112,0.9999745027088224,0.9999658967207662,26214,5145,0.019626617431640625,5.095043731778426,0.09999847412109375,1335635.1440233237,0.9999404002991298,50.94817809446357,,,,
MiPOD-lite,0.1,0,175,1155.pgm,26214,26214,False,False,,0.02393341064453125,64.34075768457846,0.9999800252751093,0.9999584079898439,26214,6274,0.02393341064453125,4.178195728402932,0.09999847412109375,1095288.9410264583,0.9999384340957422,41.78002245259711,,,,
AMDT,0.1,0,176,1156.pgm,26214,26214,False,True,True,0.048938751220703125,61.2342747768453,0.9998817392190097,0.9999825850161719,26214,12829,0.048938751220703125,2.0433393093771923,0.09999847412109375,535649.1399173747,0.9998643262946911,20.43093257090931,1416.0,59.0,6.346156959072687,34.0
LSB,0.1,0,176,1156.pgm,26214,26214,False,True,,0.04986572265625,61.152782436312314,0.9998061851936687,0.9999822554029892,26214,13072,0.04986572265625,2.0053549571603426,0.09999847412109375,525691.7698898409,0.9997884440358236,20.049613056405057,,,,
LSB-M,0.1,0,176,1156.pgm,26214,26214,False,True,,0.04981231689453125,61.15743618551128,0.9998577555049738,0.9999822736786381,26214,13058,0.04981231689453125,2.0075049777913923,0.09999847412109375,526255.3848981467,0.9998400317050835,20.072144683052336,,,,
