metric,method_a,method_b,n_pairs,mean_a,std_a,mean_b,std_b,mean_diff,diff_ci_low,diff_ci_high,t_statistic,t_p_value,wilcoxon_statistic,wilcoxon_p_value,shapiro_p_value,normality_ok,cohens_dz,cliffs_delta,preferred_test,preferred_p,p_adjusted,significant,effect_below_noise,rate_bpp,power
psnr,AMDT,EA-LSB,145,64.25593736108503,0.018968755474885454,64.14811386186756,0.038921847636719964,0.10782349921746592,0.10104817685772242,0.11462570117732125,30.626795183466257,6.169945807204662e-65,0.0,1.524544818898676e-25,0.42387144769646545,True,2.543416902393168,0.9896789536266349,paired t-test,6.169945807204662e-65,4.93595664576373e-64,True,False,0.05,1.0
psnr,AMDT,GA-FT,145,64.25593736108503,0.018968755474885454,64.15634690454769,0.3339771014133761,0.09959045653733663,0.06810790025475497,0.15888948684456758,3.5887828872325978,0.0004546266005400304,26.0,2.6151640668664936e-25,8.224447111335664e-26,False,0.29803219696112143,0.9639952437574316,Wilcoxon signed-rank,2.6151640668664936e-25,9.148004645771576e-25,True,True,0.05,0.9455
psnr,AMDT,HILL,145,64.25593736108503,0.018968755474885454,69.07864146275831,0.7836397265544822,-4.8227041016732715,-4.9495367066071765,-4.695942262370094,-73.90131969937045,2.1378298067535837e-116,0.0,1.5246674409619294e-25,3.153240912389126e-07,False,-6.137170556258865,-1.0,Wilcoxon signed-rank,1.5246674409619294e-25,9.148004645771576e-25,True,False,0.05,1.0
psnr,AMDT,LSB,145,64.25593736108503,0.018968755474885454,64.15043920496514,0.036292171927470994,0.10549815611988113,0.09882114253291169,0.11216444666322209,30.706664126957357,4.4553840365728435e-65,1.0,2.27303495210587e-25,0.6167522043535489,True,2.550049657130797,0.9926753864447087,paired t-test,4.4553840365728435e-65,4.0098456329155594e-64,True,False,0.05,1.0
psnr,AMDT,LSB-M,145,64.25593736108503,0.018968755474885454,64.14721472218272,0.04286268208742821,0.10872263890230256,0.10061180708342729,0.11675196080873879,26.85988781967726,6.046142494272852e-58,3.0,1.622829942741805e-25,0.485102552812855,True,2.2305922728027237,0.9844470868014269,paired t-test,6.046142494272852e-58,4.232299745990996e-57,True,False,0.05,1.0
psnr,AMDT,MiPOD-lite,145,64.25593736108503,0.018968755474885454,68.24854514671094,0.6896407949647052,-3.9926077856259226,-4.103093954173777,-3.880998771753194,-69.75974025909755,6.908798806350705e-113,0.0,1.5246674409619294e-25,0.0008675860178762193,False,-5.793231104289019,-1.0,Wilcoxon signed-rank,1.5246674409619294e-25,9.148004645771576e-25,True,False,0.05,1.0
psnr,AMDT,PVD,145,64.25593736108503,0.018968755474885454,55.3955903359799,2.623112224978553,8.860347025105135,8.442542137732884,9.295087326751212,40.65844722520598,8.177453051877421e-81,0.0,1.5246674409619294e-25,3.301066544235187e-11,False,3.3765002599251925,1.0,Wilcoxon signed-rank,1.5246674409619294e-25,9.148004645771576e-25,True,False,0.05,1.0
psnr,AMDT,S-UNIWARD,145,64.25593736108503,0.018968755474885454,69.95384711201876,0.6075174728798541,-5.697909750933741,-5.794326735325097,-5.592319794682653,-112.4327370833846,3.497702729481349e-142,0.0,1.5246674409619294e-25,2.811341021871704e-09,False,-9.337030602359057,-1.0,Wilcoxon signed-rank,1.5246674409619294e-25,9.148004645771576e-25,True,False,0.05,1.0
psnr,AMDT,WOW,145,64.25593736108503,0.018968755474885454,69.16011311381013,0.7383756852190357,-4.9041757527250756,-5.021435543354883,-4.783415943011918,-79.77322736073269,4.589742504628372e-121,0.0,1.5246674409619294e-25,2.638139679343576e-08,False,-6.624805945653544,-1.0,Wilcoxon signed-rank,1.5246674409619294e-25,9.148004645771576e-25,True,False,0.05,1.0
ssim,AMDT,EA-LSB,145,0.9998069357694547,0.00016421324432714713,0.9999833564223991,1.2911191861775811e-05,-0.00017642065294431867,-0.00020449070758162642,-0.00015247253416433067,-13.189572868135386,1.518238055785297e-26,0.0,1.5246674409619294e-25,4.884552046574794e-19,False,-1.0953344079001726,-0.9906777645659929,Wilcoxon signed-rank,1.5246674409619294e-25,1.3722006968657365e-24,True,False,0.05,1.0
