method,rate_bpp,seed,image,image_name,requested_bits,embedded_bits,capacity_limited,blind_extractable,extraction_ok,mse,psnr,ssim,correlation,payload_bits,n_changes,change_rate,embedding_efficiency,bits_per_pixel,bits_per_unit_distortion,fused_measure_1,fused_measure_2,ga_evaluations,ga_generations,ga_wall_time_s,ga_converged_at
AMDT,0.1,0,5,im14.jpg,26214,26214,False,True,True,0.04914093017578125,61.2163698799968,0.9996394021328135,0.999992539717989,26214,12882,0.04914093017578125,2.0349324639031208,0.09999847412109375,533445.3358174197,0.9996319445409643,20.34214535551518,2374.0,100.0,12.509383791009896,86.0
LSB,0.1,0,5,im14.jpg,26214,26214,False,True,,0.049922943115234375,61.147801804069076,0.9995865833293954,0.9999924210255997,26214,13087,0.049922943115234375,2.003056468250936,0.09999847412109375,525089.2348131734,0.9995790074882696,20.02243748292236,,,,
LSB-M,0.1,0,5,im14.jpg,26214,26214,False,True,,0.049884796142578125,61.15112159082226,0.9996479889962776,0.999992427076785,26214,13077,0.049884796142578125,2.004588208304657,0.09999847412109375,525490.771277816,0.9996404187388149,20.03897973005031,,,,
EA-LSB,0.1,0,5,im14.jpg,26214,26214,False,True,,0.049968719482421875,61.14382140679752,0.9999563712991479,0.999992414041916,26214,13099,0.049968719482421875,2.001221467287579,0.09999847412109375,524608.2003206351,0.9999487856720294,20.011495111932856,,,,
PVD,0.1,0,5,im14.jpg,26214,26214,False,True,,0.18928909301757812,55.35954770563636,0.9985509688545237,0.9999713042497267,26214,13221,0.050434112548828125,1.9827547084184252,0.09999847412109375,138486.58463150682,0.9985223146852862,5.275118068173952,,,,
GA-FT,0.1,0,5,im14.jpg,26214,26214,False,True,True,0.049640655517578125,61.172428530334166,0.9995912649613495,0.9999924638803146,26214,13013,0.049640655517578125,2.0144470913701684,0.09999847412109375,528075.2183201414,0.9995837319219403,20.136392670479143,470.0,29.0,2.0937644590158015,4.0
WOW,0.1,0,5,im14.jpg,26214,26214,False,False,,0.014373779296875,66.55509388698732,0.9999196689594679,0.999997817921079,26214,3768,0.014373779296875,6.957006369426751,0.09999847412109375,1823737.4777070063,0.9999174870558356,69.5653847470183,,,,
S-UNIWARD,0.1,0,5,im14.jpg,26214,26214,False,False,,0.01212310791015625,67.29466389948212,0.9999308065998459,0.9999981595518086,26214,3178,0.01212310791015625,8.24858401510384,0.09999847412109375,2162316.808055381,0.9999289662790014,82.48123943871697,,,,
HILL,0.1,0,5,im14.jpg,26214,26214,False,False,,0.01303863525390625,66.97848224434854,0.999918828726818,0.9999980205246115,26214,3418,0.01303863525390625,7.669397308367467,0.09999847412109375,2010486.4880046812,0.9999168494121061,76.68876611243041,,,,
MiPOD-lite,0.1,0,5,im14.jpg,26214,26214,False,False,,0.023258209228515625,64.46504087797652,0.9999820565282369,0.999996469051513,26214,6097,0.023258209228515625,4.299491553222897,0.09999847412109375,1127085.913728063,0.9999785256431073,42.99464829033733,,,,
AMDT,0.1,0,6,im15.jpg,26214,26214,False,True,True,0.049167633056640625,61.21401059130168,0.999760393736005,0.9999848667544369,26214,12889,0.049167633056640625,2.033827294592288,0.09999847412109375,533155.6223136007,0.9997452641164624,20.33340232109131,1489.0,62.0,7.795022791950032,37.0
LSB,0.1,0,6,im15.jpg,26214,26214,False,True,,0.05033111572265625,61.11243803075138,0.9997935037790046,0.9999845231155148,26214,13194,0.05033111572265625,1.98681218735789,0.09999847412109375,520830.8940427467,0.9997780300904375,19.864014849175962,,,,
LSB-M,0.1,0,6,im15.jpg,26214,26214,False,True,,0.049945831298828125,61.14581114941893,0.9997706204836769,0.9999846274365953,26214,13093,0.049945831298828125,2.0021385473153592,0.09999847412109375,524848.6073474375,0.9997552514464234,20.01679070000544,,,,
EA-LSB,0.1,0,6,im15.jpg,26214,26214,False,True,,0.04993438720703125,61.14680636268816,0.9999532712616657,0.9999846327008505,26214,13090,0.04993438720703125,2.0025974025974027,0.09999847412109375,524968.8935064935,0.9999379046806106,20.025036064522077,,,,
PVD,0.1,0,6,im15.jpg,26214,26214,False,True,,0.7510414123535156,49.37416476246224,0.9992053271774954,0.9997693226039127,26214,12777,0.048740386962890625,2.0516553181498005,0.09999847412109375,34903.53470370427,0.9989748330944656,1.3301195069443754,,,,
GA-FT,0.1,0,6,im15.jpg,26214,26214,False,True,True,0.049686431884765625,61.1684255084801,0.9997937785120983,0.9999847224827004,26214,13025,0.049686431884765625,2.0125911708253357,0.09999847412109375,527588.6998848368,0.9997785041453511,20.12176093594464,490.0,30.0,2.1748118749819696,5.0
WOW,0.1,0,6,im15.jpg,26214,26214,False,False,,0.01857757568359375,65.44091321604937,0.9999750393245123,0.9999942956063704,26214,4870,0.01857757568359375,5.382751540041068,0.09999847412109375,1411056.0197125257,0.9999693350732682,53.826686113644115,,,,
S-UNIWARD,0.1,0,6,im15.jpg,26214,26214,False,False,,0.014415740966796875,66.54243390902558,0.9999708607579334,0.9999955663000076,26214,3779,0.014415740966796875,6.9367557554908705,0.09999847412109375,1818428.9007673988,0.9999664271871357,69.36628713642352,,,,
HILL,0.1,0,6,im15.jpg,26214,26214,False,False,,0.017383575439453125,65.72941254237124,0.9999697651641953,0.9999946555831231,26214,4557,0.017383575439453125,5.752468729427255,0.09999847412109375,1507975.1626069783,0.9999644209089059,57.523518357415895,,,,
MiPOD-lite,0.1,0,6,im15.jpg,26214,26214,False,False,,0.0245208740234375,64.23544414728265,0.9999858894328176,0.999992491250882,26214,6428,0.0245208740234375,4.07809583074051,0.09999847412109375,1069048.3534536404,0.9999783807896523,40.78069891937191,,,,
AMDT,0.1,0,7,im16.jpg,26214,26214,False,True,True,0.0489349365234375,61.23461331563169,0.9997473777770702,0.9999885787569465,26214,12828,0.0489349365234375,2.0434985968194574,0.09999847412109375,535690.8961646399,0.9997359594192765,20.429902038198225,2369.0,100.0,12.229068708023988,79.0
LSB,0.1,0,7,im16.jpg,26214,26214,False,True,,0.050708770751953125,61.07997278068297,0.999727829844746,0.9999881638621976,26214,13293,0.050708770751953125,1.9720153464229293,0.09999847412109375,516951.9909726924,0.999715996928387,19.714853704866854,,,,
LSB-M,0.1,0,7,im16.jpg,26214,26214,False,True,,0.04991912841796875,61.14813366857228,0.9997445423653095,0.9999883483850964,26214,13086,0.04991912841796875,2.0032095369096745,0.09999847412109375,525129.3608436497,0.9997328937268999,20.02705025929577,,,,
EA-LSB,0.1,0,7,im16.jpg,26214,26214,False,True,,0.05017852783203125,61.12562445296334,0.9999123964650539,0.9999882875848182,26214,13154,0.05017852783203125,1.992853884749886,0.09999847412109375,522414.6887638741,0.9999006850759211,19.926863705986182,,,,
PVD,0.1,0,7,im16.jpg,26214,26214,False,True,,0.25011444091796875,54.14941593447959,0.9989014455571468,0.9999416789742751,26214,13154,0.05017852783203125,1.992853884749886,0.09999847412109375,104808.02269468932,0.9988431886002438,3.9935446547360263,,,,
GA-FT,0.1,0,7,im16.jpg,26214,26214,False,True,True,0.049640655517578125,61.172428530334166,0.9997341636352716,0.9999884131650101,26214,13013,0.049640655517578125,2.0144470913701684,0.09999847412109375,528075.2183201414,0.9997225798804837,20.13918973182122,421.0,25.0,1.994546000030823,0.0
WOW,0.1,0,7,im16.jpg,26214,26214,False,False,,0.014011383056640625,66.66599354474278,0.9999517044908297,0.9999967295260986,26214,3673,0.014011383056640625,7.136945276340866,0.09999847412109375,1870907.3825210999,0.9999484341748776,71.36686151057421,,,,
S-UNIWARD,0.1,0,7,im16.jpg,26214,26214,False,False,,0.012943267822265625,67.01036423174455,0.999950343927051,0.9999969788012746,26214,3393,0.012943267822265625,7.725906277630416,0.09999847412109375,2025299.9752431477,0.9999473228783464,77.25617182688514,,,,
HILL,0.1,0,7,im16.jpg,26214,26214,False,False,,0.01636505126953125,65.99162990634848,0.999944113550142,0.9999961801233763,26214,4290,0.01636505126953125,6.1104895104895105,0.09999847412109375,1601828.1622377622,0.9999402938869977,61.10217911438534,,,,
MiPOD-lite,0.1,0,7,im16.jpg,26214,26214,False,False,,0.0252227783203125,64.11287437920163,0.99997154214844,0.999994112535016,26214,6612,0.0252227783203125,3.9646098003629766,0.09999847412109375,1039298.6715063521,0.9999656548510006,39.645341292386675,,,,
AMDT,0.1,0,8,im17.jpg,26214,26214,False,True,True,0.04900360107421875,61.2285236514149,0.9995487634641327,0.9999886330733762,26214,12846,0.04900360107421875,2.0406352171882296,0.09999847412109375,534940.2783745913,0.9995374016666815,20.397223464308777,1401.0,58.0,7.307642124942504,33.0
LSB,0.1,0,8,im17.jpg,26214,26214,False,True,,0.0504608154296875,61.10126096577907,0.9995043578178767,0.9999882946882258,26214,13228,0.0504608154296875,1.9817054732385848,0.09999847412109375,519492.1995766556,0.9994926583077488,19.807302949760093,,,,
LSB-M,0.1,0,8,im17.jpg,26214,26214,False,True,,0.050708770751953125,61.07997278068297,0.9995371750312385,0.9999882371571154,26214,13293,0.050708770751953125,1.9720153464229293,0.09999847412109375,516951.9909726924,0.9995254176324913,19.71109539455742,,,,
EA-LSB,0.1,0,8,im17.jpg,26214,26214,False,True,,0.050083160400390625,61.13388634492544,0.9999687276226772,0.9999883829228837,26214,13129,0.050083160400390625,1.99664864041435,0.09999847412109375,523409.46119277936,0.9999571109088545,19.965934715674518,,,,
PVD,0.1,0,8,im17.jpg,26214,26214,False,True,,0.2474212646484375,54.19643338482618,0.9983651044292989,0.9999426748326822,26214,13311,0.050777435302734375,1.9693486590038314,0.09999847412109375,105948.85624421832,0.9983078729826432,4.034850740905982,,,,
GA-FT,0.1,0,8,im17.jpg,26214,26214,False,True,True,0.049884796142578125,61.15112159082226,0.9995140063512875,0.9999884284967026,26214,13077,0.049884796142578125,2.004588208304657,0.09999847412109375,525490.771277816,0.9995024404716671,20.036213791772173,492.0,28.0,2.225226250011474,3.0
WOW,0.1,0,8,im17.jpg,26214,26214,False,False,,0.018009185791015625,65.57586282388317,0.9999761895938286,0.9999958225191176,26214,4721,0.018009185791015625,5.55263715314552,0.09999847412109375,1455590.5138741792,0.9999720122124137,55.525664725568944,,,,
S-UNIWARD,0.1,0,8,im17.jpg,26214,26214,False,False,,0.014278411865234375,66.5840045570515,0.9999722013207399,0.9999966878515039,26214,3743,0.014278411865234375,7.003473149879776,0.09999847412109375,1835918.465402084,0.9999688892643172,70.0336212950321,,,,
HILL,0.1,0,8,im17.jpg,26214,26214,False,False,,0.0178985595703125,65.6026227937608,0.9999776541019516,0.9999958481790636,26214,4692,0.0178985595703125,5.586956521739131,0.09999847412109375,1464587.1304347827,0.9999735023737913,55.86893729886512,,,,
MiPOD-lite,0.1,0,8,im17.jpg,26214,26214,False,False,,0.02112579345703125,64.88267331410016,0.999984730064894,0.9999950994331286,26214,5538,0.02112579345703125,4.733477789815818,0.09999847412109375,1240852.8017334777,0.9999798295728539,47.33454540331279,,,,
AMDT,0.1,0,9,im18.jpg,26214,26214,False,True,True,0.049007415771484375,61.228185586975464,0.9996711795127423,0.9999901635856515,26214,12847,0.049007415771484375,2.0404763758075815,0.09999847412109375,534898.6390597026,0.9996613463328083,20.398164861295843,1177.0,49.0,6.359527499997057,24.0
LSB,0.1,0,9,im18.jpg,26214,26214,False,True,,0.0499420166015625,61.146142861836054,0.9995697017053282,0.9999899749869214,26214,13092,0.0499420166015625,2.0022914757103574,0.09999847412109375,524888.6966086159,0.9995596810059957,20.014403682984703,,,,
LSB-M,0.1,0,9,im18.jpg,26214,26214,False,True,,0.049999237060546875,61.141169833903405,0.9995458240758878,0.9999899636744561,26214,13107,0.049999237060546875,2.0,0.09999847412109375,524288.0,0.9995357923086013,19.991020884942856,,,,
EA-LSB,0.1,0,9,im18.jpg,26214,26214,False,True,,0.050579071044921875,61.09109512209252,0.9999239879350629,0.9999898471100996,26214,13259,0.050579071044921875,1.9770721773889433,0.09999847412109375,518277.60886944714,0.9999138358169046,19.76931990168087,,,,
PVD,0.1,0,9,im18.jpg,26214,26214,False,True,,0.4234046936035156,51.86324692836835,0.9983494928411153,0.999915065062846,26214,13013,0.049640655517578125,2.0144470913701684,0.09999847412109375,61912.39822331138,0.9982646980896831,2.357708152910741,,,,
GA-FT,0.1,0,9,im18.jpg,26214,26214,False,True,True,0.04972076416015625,61.16542566159991,0.9995733231031985,0.9999900193763693,26214,13034,0.04972076416015625,2.011201473070431,0.09999847412109375,527224.3989565751,0.9995633467380693,20.103539509536937,626.0,41.0,2.7873203339986503,16.0
WOW,0.1,0,9,im18.jpg,26214,26214,False,False,,0.018993377685546875,65.34478156544112,0.9999583527594804,0.9999961875307488,26214,4979,0.018993377685546875,5.264912633058847,0.09999847412109375,1380165.2572805784,0.9999545404490081,52.64753626259586,,,,
S-UNIWARD,0.1,0,9,im18.jpg,26214,26214,False,False,,0.014896392822265625,66.39999244606253,0.9999537144985665,0.999997009828238,26214,3905,0.014896392822265625,6.712932138284251,0.09999847412109375,1759754.8824583867,0.9999507244652062,67.12703782694162,,,,
HILL,0.1,0,9,im18.jpg,26214,26214,False,False,,0.0198822021484375,65.14615875779025,0.9999569264694874,0.9999960090434927,26214,5212,0.0198822021484375,5.029547198772065,0.09999847412109375,1318465.620874904,0.9999529356848847,50.29387228936655,,,,
MiPOD-lite,0.1,0,9,im18.jpg,26214,26214,False,False,,0.027008056640625,63.81587025129803,0.9999767919449021,0.9999945789329284,26214,7080,0.027008056640625,3.702542372881356,0.09999847412109375,970599.2677966101,0.999971371003643,37.02492868366935,,,,
AMDT,0.1,0,10,im19.jpg,26214,26214,False,True,True,0.04901123046875,61.22784754884967,0.999871790951774,0.9999959055523022,26214,12848,0.04901123046875,2.0403175591531757,0.09999847412109375,534857.0062266501,0.9998676970290215,20.400787482096497,2163.0,91.0,11.576323625049554,66.0
LSB,0.1,0,10,im19.jpg,26214,26214,False,True,,0.050235748291015625,61.12067485152455,0.9998917476854369,0.9999957880045868,26214,13169,0.050235748291015625,1.9905839471486066,0.09999847412109375,521819.63824132434,0.9998875361459819,19.903904493541823,,,,
LSB-M,0.1,0,10,im19.jpg,26214,26214,False,True,,0.04998779296875,61.14216398403229,0.9998871933682008,0.9999957974144851,26214,13104,0.04998779296875,2.0004578754578755,0.09999847412109375,524408.0293040293,0.9998829912567654,20.00254325854804,,,,
EA-LSB,0.1,0,10,im19.jpg,26214,26214,False,True,,0.049530029296875,61.18211776001396,0.9999915340848942,0.9999958311459003,26214,12984,0.049530029296875,2.0189463955637708,0.09999847412109375,529254.6839186691,0.9999873652660877,20.189516934712977,,,,
PVD,0.1,0,10,im19.jpg,26214,26214,False,True,,1.2784652709960938,47.06391425783313,0.9992854206248358,0.9998922005065084,26214,11801,0.045017242431640625,2.2213371748156936,0.09999847412109375,20504.27226668099,0.9991776981626389,0.7815446542276014,,,,
GA-FT,0.1,0,10,im19.jpg,26214,26214,False,True,True,0.049610137939453125,61.175099262876806,0.9998927829513934,0.9999958403817648,26214,13005,0.049610137939453125,2.015686274509804,0.09999847412109375,528400.062745098,0.9998886237791402,20.154925289654667,585.0,37.0,2.591844541952014,12.0
WOW,0.1,0,10,im19.jpg,26214,26214,False,False,,0.017742156982421875,65.64073943308055,0.9999957050155499,0.9999985039210479,26214,4651,0.017742156982421875,5.6362072672543535,0.09999847412109375,1477497.9178671252,0.9999942089430235,56.36260630168995,,,,
S-UNIWARD,0.1,0,10,im19.jpg,26214,26214,False,False,,0.016101837158203125,66.06204930665163,0.9999957058302219,0.9999986420972077,26214,4221,0.016101837158203125,6.210376687988628,0.09999847412109375,1628012.986496091,0.9999943479332607,62.10436350263366,,,,
HILL,0.1,0,10,im19.jpg,26214,26214,False,False,,0.019283294677734375,65.27899122892552,0.9999951664703972,0.9999983737508777,26214,5055,0.019283294677734375,5.1857566765578635,0.09999847412109375,1359414.9982195846,0.9999935402291354,51.85802306821493,,,,
MiPOD-lite,0.1,0,10,im19.jpg,26214,26214,False,False,,0.018924713134765625,65.36051055783386,0.9999946525302232,0.9999984115627143,26214,4961,0.018924713134765625,5.284015319492038,0.09999847412109375,1385172.911912921,0.9999930641014316,52.840592984439766,,,,
AMDT,0.1,0,11,im2.jpg,26214,26214,False,True,True,0.049163818359375,61.2143475540841,0.9995258335656224,0.999992149153083,26214,12888,0.049163818359375,2.0339851024208566,0.09999847412109375,533196.990689013,0.9995179864413135,20.330357156864657,1673.0,70.0,8.898305167094804,45.0
LSB,0.1,0,11,im2.jpg,26214,26214,False,True,,0.050121307373046875,61.13057970183969,0.9997341878080097,0.9999921066620556,26214,13139,0.050121307373046875,1.9951290052515411,0.09999847412109375,523011.09795266,0.9997262965682108,19.946133669805697,,,,
LSB-M,0.1,0,11,im2.jpg,26214,26214,False,True,,0.049571990966796875,61.17843998982541,0.9995231009394056,0.9999920599436251,26214,12995,0.049571990966796875,2.0172373989996153,0.09999847412109375,528806.6807233552,0.9995151646696361,20.162901371847408,,,,
EA-LSB,0.1,0,11,im2.jpg,26214,26214,False,True,,0.050174713134765625,61.125954627047896,0.9999630237073269,0.999991963410141,26214,13153,0.050174713134765625,1.993005398008059,0.09999847412109375,522454.40705542464,0.9999549874146312,19.929460976265574,,,,
PVD,0.1,0,11,im2.jpg,26214,26214,False,True,,0.4837074279785156,51.28497604252018,0.9990876317901318,0.999922590004474,26214,12642,0.04822540283203125,2.0735643094447083,0.09999847412109375,54193.91657794497,0.9990102924210249,2.0653193121222793,,,,
GA-FT,0.1,0,11,im2.jpg,26214,26214,False,True,True,0.049755096435546875,61.16242788540455,0.9997383621391965,0.9999921638898791,26214,13043,0.049755096435546875,2.0098136931687494,0.09999847412109375,526860.6007820286,0.9997305280792987,20.093027643396432,734.0,48.0,3.3557621659711003,23.0
WOW,0.1,0,11,im2.jpg,26214,26214,False,False,,0.021121978759765625,64.88345759307639,0.9999767769345367,0.9999966168703865,26214,5537,0.021121978759765625,4.734332671121546,0.09999847412109375,1241076.9037384866,0.9999733938834898,47.34278948278735,,,,
S-UNIWARD,0.1,0,11,im2.jpg,26214,26214,False,False,,0.01584625244140625,66.13153790620491,0.999971549986913,0.99999746188136,26214,4154,0.01584625244140625,6.310544053923929,0.09999847412109375,1654271.2604718343,0.9999690119404824,63.10444792155171,,,,
HILL,0.1,0,11,im2.jpg,26214,26214,False,False,,0.020282745361328125,65.05953622505393,0.9999784422469065,0.9999967512784731,26214,5317,0.020282745361328125,4.93022381041941,0.09999847412109375,1292428.5905585857,0.9999751935954146,49.30176737819755,,,,
MiPOD-lite,0.1,0,11,im2.jpg,26214,26214,False,False,,0.022312164306640625,64.6453866145625,0.9999864540279223,0.9999964264956701,26214,5849,0.022312164306640625,4.481791759275089,0.09999847412109375,1174874.818943409,0.999982880571999,44.817834201515836,,,,
AMDT,0.1,0,12,im20.jpg,26214,26214,False,True,True,0.04898834228515625,61.229876172390966,0.9994985221898897,0.9999883428316504,26214,12842,0.04898834228515625,2.0412708300887714,0.09999847412109375,535106.9004827909,0.9994868708673513,20.402545263716785,1647.0,69.0,8.556615042034537,44.0
LSB,0.1,0,12,im20.jpg,26214,26214,False,True,,0.04984283447265625,61.15477628965778,0.9993379692739878,0.9999881412302946,26214,13066,0.04984283447265625,2.00627583039951,0.09999847412109375,525933.1712842492,0.9993261183551523,20.049544311196467,,,,
LSB-M,0.1,0,12,im20.jpg,26214,26214,False,True,,0.04984283447265625,61.15477628965778,0.9994620094303898,0.9999881388788842,26214,13066,0.04984283447265625,2.00627583039951,0.09999847412109375,525933.1712842492,0.9994501546904452,20.052032860184607,,,,
EA-LSB,0.1,0,12,im20.jpg,26214,26214,False,True,,0.050388336181640625,61.10750342640384,0.9999124051134549,0.9999880095889252,26214,13209,0.050388336181640625,1.9845559845559846,0.09999847412109375,520239.444015444,0.9999004157526789,19.84388633409571,,,,
PVD,0.1,0,12,im20.jpg,26214,26214,False,True,,0.2614097595214844,53.95758563288247,0.9965364211321881,0.9999378948337948,26214,13722,0.05234527587890625,1.9103629208570179,0.09999847412109375,100279.3470602828,0.9964745310721241,3.8119255107238157,,,,
GA-FT,0.1,0,12,im20.jpg,26214,26214,False,True,True,0.0498809814453125,61.1514537091124,0.9993429202767112,0.9999881324703686,26214,13076,0.0498809814453125,2.004741511165494,0.09999847412109375,525530.9587029673,0.9993310605449929,20.03431030403079,480.0,31.0,2.2241400830680504,6.0
WOW,0.1,0,12,im20.jpg,26214,26214,False,False,,0.014751434326171875,66.44246110746506,0.9999095642397489,0.9999964895162724,26214,3867,0.014751434326171875,6.778898370830101,0.09999847412109375,1777047.534522886,0.9999060540734945,67.78364950582936,,,,
S-UNIWARD,0.1,0,12,im20.jpg,26214,26214,False,False,,0.011505126953125,67.52188945621836,0.999907353474632,0.9999972620377324,26214,3016,0.011505126953125,8.691644562334217,0.09999847412109375,2278462.472148541,0.9999046157660271,86.90948129819941,,,,
HILL,0.1,0,12,im20.jpg,26214,26214,False,False,,0.01312255859375,66.95061840248042,0.9999046107672099,0.999996877118657,26214,3440,0.01312255859375,7.620348837209303,0.09999847412109375,1997628.7255813954,0.9999014881837562,76.19714410419843,,,,
MiPOD-lite,0.1,0,12,im20.jpg,26214,26214,False,False,,0.0239105224609375,64.3449129502302,0.9999668984800562,0.9999943098929926,26214,6268,0.0239105224609375,4.182195277600511,0.09999847412109375,1096337.3988513083,0.9999612085614,41.82096857962981,,,,
AMDT,0.1,0,13,im21.jpg,26214,26214,False,True,True,0.048870086669921875,61.240372516282505,0.9996986728328299,0.9999943111815671,26214,12811,0.048870086669921875,2.046210288033721,0.09999847412109375,536401.7497463118,0.9996929857285926,20.456132858546262,2358.0,100.0,11.984933499945328,76.0
LSB,0.1,0,13,im21.jpg,26214,26214,False,True,,0.05001068115234375,61.140175911294875,0.9996703122340536,0.9999941783301429,26214,13110,0.05001068115234375,1.9995423340961098,0.09999847412109375,524168.0256292906,0.9996644924835298,19.989019734370896,,,,
LSB-M,0.1,0,13,im21.jpg,26214,26214,False,True,,0.049968719482421875,61.14382140679752,0.9996735412340563,0.9999941832421432,26214,13099,0.049968719482421875,2.001221467287579,0.09999847412109375,524608.2003206351,0.999667726375131,20.005870407121332,,,,
EA-LSB,0.1,0,13,im21.jpg,26214,26214,False,True,,0.050159454345703125,61.1272755744595,0.9999734263449779,0.9999941610930264,26214,13149,0.050159454345703125,1.9936116814966918,0.09999847412109375,522613.34063426877,0.9999675875931654,19.935774833220986,,,,
PVD,0.1,0,13,im21.jpg,26214,26214,False,True,,0.43257904052734375,51.770148878449014,0.9986740497704121,0.9999496777618603,26214,12783,0.048763275146484375,2.05069232574513,0.09999847412109375,60599.329935272224,0.9986237942570556,2.3085348588310337,,,,
GA-FT,0.1,0,13,im21.jpg,26214,26214,False,True,True,0.049327850341796875,61.19988171110972,0.9996741990530432,0.9999942578902176,26214,12931,0.049327850341796875,2.027221405923749,0.09999847412109375,531423.9282344753,0.9996684588140455,20.26580221694758,431.0,28.0,1.8957797089824453,3.0
WOW,0.1,0,13,im21.jpg,26214,26214,False,False,,0.01624298095703125,66.02414625717267,0.9999803487484591,0.9999981091806437,26214,4258,0.01624298095703125,6.156411460779709,0.09999847412109375,1613866.325974636,0.9999784579662597,61.563727779499104,,,,
S-UNIWARD,0.1,0,13,im21.jpg,26214,26214,False,False,,0.01401519775390625,66.66481130849783,0.9999767088775147,0.9999983685274738,26214,3674,0.01401519775390625,7.1350027218290695,0.09999847412109375,1870398.1535111596,0.9999750774429873,71.34933769766316,,,,
HILL,0.1,0,13,im21.jpg,26214,26214,False,False,,0.016178131103515625,66.04152010359863,0.9999815931461953,0.9999981167272217,26214,4241,0.016178131103515625,6.181089365715633,0.09999847412109375,1620335.4906861589,0.9999797099080822,61.81058266308519,,,,
MiPOD-lite,0.1,0,13,im21.jpg,26214,26214,False,False,,0.0198974609375,65.14282700095708,0.9999878046073428,0.9999976837636194,26214,5216,0.0198974609375,5.02569018404908,0.09999847412109375,1317454.527607362,0.9999854883992096,50.25693939243144,,,,
AMDT,0.1,0,14,im22.jpg,26214,26214,False,True,True,0.048954010009765625,61.23292088553388,0.9994727937195922,0.9999855603547686,26214,12833,0.048954010009765625,2.0427024078547493,0.09999847412109375,535482.1800046754,0.9994583616870324,20.416271547267623,2381.0,100.0,12.66311574995052,90.0
LSB,0.1,0,14,im22.jpg,26214,26214,False,True,,0.050628662109375,61.08683909803268,0.9994366818181512,0.9999850668586049,26214,13272,0.050628662109375,1.975135623869801,0.09999847412109375,517769.9529837251,0.999421757088866,19.7402363690705,,,,
LSB-M,0.1,0,14,im22.jpg,26214,26214,False,True,,0.050167083740234375,61.126615050531385,0.9995605341301637,0.9999852025216694,26214,13151,0.050167083740234375,1.9933084936506729,0.09999847412109375,522533.861759562,0.9995457431548198,19.9243342174418,,,,
EA-LSB,0.1,0,14,im22.jpg,26214,26214,False,True,,0.050510406494140625,61.09699497256535,0.9999707828878505,0.9999851007910784,26214,13241,0.050510406494140625,1.979759836870327,0.09999847412109375,518982.162676535,0.9999558841142407,19.797027058775285,,,,
PVD,0.1,0,14,im22.jpg,26214,26214,False,True,,0.23900985717773438,54.3466454849877,0.9973769974469268,0.9999296103168724,26214,13453,0.051319122314453125,1.9485616591094923,0.09999847412109375,109677.4848934642,0.9973067923961177,4.172659672586192,,,,
GA-FT,0.1,0,14,im22.jpg,26214,26214,False,True,True,0.04978179931640625,61.16009771145272,0.9994464127174358,0.9999853161871977,26214,13050,0.04978179931640625,2.008735632183908,0.09999847412109375,526577.9935632184,0.9994317370334055,20.076247760374333,496.0,30.0,2.2441358749056235,5.0
WOW,0.1,0,14,im22.jpg,26214,26214,False,False,,0.020664215087890625,64.97861447232368,0.9999836412826516,0.9999939050324684,26214,5417,0.020664215087890625,4.839209894775706,0.09999847412109375,1268569.8386560827,0.9999775464148258,48.39175077115896,,,,
S-UNIWARD,0.1,0,14,im22.jpg,26214,26214,False,False,,0.017913818359375,65.59892194580014,0.9999833909192186,0.9999947159229275,26214,4696,0.017913818359375,5.5821976149914825,0.09999847412109375,1463339.6115843272,0.9999781069299098,55.821605805586515,,,,
HILL,0.1,0,14,im22.jpg,26214,26214,False,False,,0.021800994873046875,64.74604048088271,0.9999847315737403,0.9999935693388525,26214,5715,0.021800994873046875,4.5868766404199475,0.09999847412109375,1202422.1900262467,0.999978301010779,45.86847099565523,,,,
MiPOD-lite,0.1,0,14,im22.jpg,26214,26214,False,False,,0.02184295654296875,64.73768939133991,0.9999902509477269,0.9999935570585974,26214,5726,0.02184295654296875,4.578064966818023,0.09999847412109375,1200112.262661544,0.9999838080691368,45.7806069476905,,,,
AMDT,0.1,0,15,im23.jpg,26214,26214,False,True,True,0.049045562744140625,61.22480638915555,0.9997872444223003,0.9999942907793575,26214,12857,0.049045562744140625,2.0388893209924555,0.09999847412109375,534482.6021622462,0.9997815364163264,20.384750025847513,2289.0,96.0,12.133934666984715,71.0
LSB,0.1,0,15,im23.jpg,26214,26214,False,True,,0.050079345703125,61.13421714774535,0.9996659006001054,0.9999941703407462,26214,13128,0.050079345703125,1.996800731261426,0.09999847412109375,523449.33089579525,0.9996600728885373,19.961524234254473,,,,
LSB-M,0.1,0,15,im23.jpg,26214,26214,False,True,,0.049285888671875,61.20357769160506,0.999681881824422,0.9999942628264621,26214,12920,0.049285888671875,2.028947368421053,0.09999847412109375,531876.3789473685,0.9996761464759832,20.28321236391642,,,,
EA-LSB,0.1,0,15,im23.jpg,26214,26214,False,True,,0.049922943115234375,61.147801804069076,0.9999736492208262,0.9999941886029821,26214,13087,0.049922943115234375,2.003056468250936,0.09999847412109375,525089.2348131734,0.9999678379769431,20.03022609602107,,,,
PVD,0.1,0,15,im23.jpg,26214,26214,False,True,,0.41562652587890625,51.943771038037134,0.9986829237993293,0.9999516498489792,26214,12779,0.048748016357421875,2.0513342202050238,0.09999847412109375,63071.04664353764,0.9986346373291417,2.4027211333958416,,,,
