method,rate_bpp,seed,image,image_name,requested_bits,embedded_bits,capacity_limited,blind_extractable,extraction_ok,mse,psnr,ssim,correlation,payload_bits,n_changes,change_rate,embedding_efficiency,bits_per_pixel,bits_per_unit_distortion,fused_measure_1,fused_measure_2,ga_evaluations,ga_generations,ga_wall_time_s,ga_converged_at
S-UNIWARD,0.05,0,1,im10.jpg,13107,13107,False,False,,0.0061492919921875,70.242552453505,0.9999878818176757,0.999998610538939,13107,1612,0.0061492919921875,8.13089330024814,0.049999237060546875,2131464.8933002483,0.9999864923734525,162.6181507796193,,,,
HILL,0.05,0,1,im10.jpg,13107,13107,False,False,,0.007022857666015625,69.66566494315556,0.9999864944817728,0.9999984131671231,13107,1841,0.007022857666015625,7.1195002715915265,0.049999237060546875,1866334.2791960891,0.9999849076703269,142.39002913434555,,,,
MiPOD-lite,0.05,0,1,im10.jpg,13107,13107,False,False,,0.00927734375,68.45656712218874,0.9999951478158432,0.9999979037585427,13107,2432,0.00927734375,5.389391447368421,0.049999237060546875,1412796.6315789474,0.9999930515845572,107.788724718167,,,,
AMDT,0.05,0,2,im11.jpg,13107,13107,False,True,True,0.024444580078125,64.24897779743391,0.9999466073991409,0.999995981389329,13107,6408,0.024444580078125,2.0454119850187267,0.049999237060546875,536192.4794007491,0.9999425890030339,40.90651530143747,1470.0,61.0,6.1082485830411315,36.0
LSB,0.05,0,2,im11.jpg,13107,13107,False,True,,0.02500152587890625,64.15113845773215,0.9999799141178392,0.999995889954603,13107,6554,0.02500152587890625,1.9998474214220323,0.049999237060546875,524248.00244125724,0.999975804154996,39.99659096802064,,,,
LSB-M,0.05,0,2,im11.jpg,13107,13107,False,True,,0.025112152099609375,64.13196427727493,0.9999451109228772,0.9999958716512811,13107,6583,0.025112152099609375,1.9910375208871336,0.049999237060546875,521938.53987543675,0.9999409828007596,39.819007898423564,,,,
EA-LSB,0.05,0,2,im11.jpg,13107,13107,False,True,,0.02469635009765625,64.20447587753017,0.9999894395865457,0.9999959400212874,13107,6474,0.02469635009765625,2.0245597775718256,0.049999237060546875,530726.1983317886,0.9999853796507082,40.49122140302058,,,,
PVD,0.05,0,2,im11.jpg,13107,13107,False,True,,0.5854682922363281,50.455769813223476,0.9997342955222628,0.9999038042213135,13107,5758,0.02196502685546875,2.276311219173324,0.049999237060546875,22387.207255810317,0.9996381253032255,1.707416334170519,,,,
GA-FT,0.05,0,2,im11.jpg,13107,13107,False,True,True,0.024852752685546875,64.17705862770968,0.9999802254545963,0.9999959143978225,13107,6515,0.024852752685546875,2.0118188795088257,0.049999237060546875,527386.2483499616,0.9999761399332098,40.236031500637196,467.0,29.0,1.4982294590445235,4.0
WOW,0.05,0,2,im11.jpg,13107,13107,False,False,,0.006500244140625,70.00150692388891,0.9999956303954678,0.9999989313845103,13107,1704,0.006500244140625,7.691901408450704,0.049999237060546875,2016385.8028169014,0.9999945617846475,153.83953896976212,,,,
S-UNIWARD,0.05,0,2,im11.jpg,13107,13107,False,False,,0.00632476806640625,70.12035756605317,0.9999950796471959,0.9999989602294164,13107,1658,0.00632476806640625,7.905307599517491,0.049999237060546875,2072328.9553679132,0.9999940398817283,158.10762218984064,,,,
HILL,0.05,0,2,im11.jpg,13107,13107,False,False,,0.007061004638671875,69.64213864066667,0.9999950000275908,0.9999988392054212,13107,1851,0.007061004638671875,7.081037277147487,0.049999237060546875,1856251.435980551,0.9999938392388159,141.62203403210165,,,,
MiPOD-lite,0.05,0,2,im11.jpg,13107,13107,False,False,,0.009033203125,68.5723858476869,0.9999952620409759,0.9999985149723241,13107,2368,0.009033203125,5.535050675675675,0.049999237060546875,1450980.3243243243,0.999993777020336,110.70201380203503,,,,
AMDT,0.05,0,3,im12.jpg,13107,13107,False,True,True,0.024440765380859375,64.24965558827711,0.9998397653936067,0.999996832425572,13107,6407,0.024440765380859375,2.0457312314655844,0.049999237060546875,536276.1679413142,0.9998365983267338,40.908563326324845,2387.0,100.0,8.939546667039394,75.0
LSB,0.05,0,3,im12.jpg,13107,13107,False,True,,0.024791717529296875,64.187737458525,0.9998038092988338,0.9999967869684265,13107,6499,0.024791717529296875,2.0167718110478536,0.049999237060546875,528684.6296353285,0.9998005968976272,40.32800856641508,,,,
LSB-M,0.05,0,3,im12.jpg,13107,13107,False,True,,0.02474212646484375,64.19643338482618,0.9998369194751072,0.9999967934103956,13107,6486,0.02474212646484375,2.0208140610545793,0.049999237060546875,529744.2812210916,0.9998337134084352,40.410177145812646,,,,
EA-LSB,0.05,0,3,im12.jpg,13107,13107,False,True,,0.025112152099609375,64.13196427727493,0.9999899964616694,0.9999967454386103,13107,6583,0.025112152099609375,1.9910375208871336,0.049999237060546875,521938.53987543675,0.9999867419328369,39.82083008920577,,,,
PVD,0.05,0,3,im12.jpg,13107,13107,False,True,,0.1190185546875,57.374656888011295,0.9992979592749242,0.9999845852442484,13107,6580,0.0251007080078125,1.9919452887537994,0.049999237060546875,110125.68615384615,0.9992825553409589,8.396023275233985,,,,
GA-FT,0.05,0,3,im12.jpg,13107,13107,False,True,True,0.0247344970703125,64.19777276643094,0.999807415653384,0.9999967944102726,13107,6484,0.0247344970703125,2.02143738433066,0.049999237060546875,529907.6816779765,0.999804210681003,40.4214489519989,486.0,32.0,1.4885170829948038,7.0
WOW,0.05,0,3,im12.jpg,13107,13107,False,False,,0.006542205810546875,69.97356158440782,0.9999749257079225,0.999999152131605,13107,1715,0.006542205810546875,7.642565597667638,0.049999237060546875,2003452.7160349854,0.9999740778607871,152.84968202142167,,,,
S-UNIWARD,0.05,0,3,im12.jpg,13107,13107,False,False,,0.005626678466796875,70.6282826250539,0.9999764513738646,0.9999992707743725,13107,1475,0.005626678466796875,8.886101694915254,0.049999237060546875,2329438.2427118644,0.9999757221654093,177.72043099073156,,,,
HILL,0.05,0,3,im12.jpg,13107,13107,False,False,,0.00836181640625,68.9077973300724,0.9999557831650547,0.9999989163178286,13107,2192,0.00836181640625,5.979470802919708,0.049999237060546875,1567482.3941605838,0.9999546995308003,119.58582333658856,,,,
MiPOD-lite,0.05,0,3,im12.jpg,13107,13107,False,False,,0.009548187255859375,68.33159433211348,0.9999954142675747,0.9999987625487831,13107,2503,0.009548187255859375,5.2365161805833,0.049999237060546875,1372721.2976428287,0.9999941768220323,104.73131182134831,,,,
AMDT,0.05,0,4,im13.jpg,13107,13107,False,True,True,0.024295806884765625,64.27549033933911,0.9998711276881962,0.9999947253452319,13107,6369,0.024295806884765625,2.0579368817710786,0.049999237060546875,539475.8059349976,0.999865853713185,41.1538443014271,2387.0,100.0,8.366889375029132,93.0
LSB,0.05,0,4,im13.jpg,13107,13107,False,True,,0.0248260498046875,64.1817273855475,0.9997837579151732,0.9999946103028363,13107,6508,0.0248260498046875,2.013982790411801,0.049999237060546875,527953.5046097111,0.9997783693834889,40.27134309521593,,,,
LSB-M,0.05,0,4,im13.jpg,13107,13107,False,True,,0.024810791015625,64.1843975023356,0.9998300546854643,0.9999946132715515,13107,6504,0.024810791015625,2.015221402214022,0.049999237060546875,528278.1992619926,0.999824668872465,40.297976321787125,,,,
EA-LSB,0.05,0,4,im13.jpg,13107,13107,False,True,,0.02533721923828125,64.09321411557205,0.9999896331882266,0.9999944989698175,13107,6642,0.02533721923828125,1.9733514001806685,0.049999237060546875,517302.22944896115,0.9999841322150723,39.46700396798975,,,,
PVD,0.05,0,4,im13.jpg,13107,13107,False,True,,0.19788360595703125,55.16670545121937,0.9987962344810749,0.9999570511703548,13107,6819,0.026012420654296875,1.9221293444786625,0.049999237060546875,66235.90638855689,0.99875333735175,5.047175750216624,,,,
GA-FT,0.05,0,4,im13.jpg,13107,13107,False,True,True,0.02487945556640625,64.17239488349634,0.9997858015214796,0.9999945986789023,13107,6522,0.02487945556640625,2.0096596136154554,0.049999237060546875,526820.20975161,0.9997804013573366,40.184979075961,671.0,40.0,2.1489804160082713,15.0
WOW,0.05,0,4,im13.jpg,13107,13107,False,False,,0.007854461669921875,69.17963936201541,0.9999928420090104,0.9999982947096301,13107,2059,0.007854461669921875,6.365711510441962,0.049999237060546875,1668733.0781932976,0.9999911367308469,127.31504446195781,,,,
S-UNIWARD,0.05,0,4,im13.jpg,13107,13107,False,False,,0.006847381591796875,69.77555829905234,0.9999925821109789,0.999998513338905,13107,1795,0.006847381591796875,7.301949860724234,0.049999237060546875,1914162.3442896935,0.9999910954609117,146.03992519693884,,,,
HILL,0.05,0,4,im13.jpg,13107,13107,False,False,,0.00797271728515625,69.11473996708517,0.9999931764992913,0.9999982690193893,13107,2090,0.00797271728515625,6.271291866028708,0.049999237060546875,1643981.5349282296,0.9999914455304919,125.42667822829917,,,,
MiPOD-lite,0.05,0,4,im13.jpg,13107,13107,False,False,,0.009830474853515625,68.20505864268667,0.9999947026769489,0.9999978656765052,13107,2577,0.009830474853515625,5.086146682188591,0.049999237060546875,1333302.835855646,0.9999925683647602,101.72372985697001,,,,
AMDT,0.05,0,5,im14.jpg,13107,13107,False,True,True,0.02419281005859375,64.29394045128502,0.9998176702602931,0.9999963271806885,13107,6342,0.02419281005859375,2.0666982024597917,0.049999237060546875,541772.5335856196,0.9998139981106459,41.32690645233635,2371.0,100.0,8.52986495802179,92.0
LSB,0.05,0,5,im14.jpg,13107,13107,False,True,,0.0251007080078125,64.13394389205617,0.99980620984308,0.9999961893379838,13107,6580,0.0251007080078125,1.9919452887537994,0.049999237060546875,522176.505775076,0.9998023999195327,39.83164138670303,,,,
LSB-M,0.05,0,5,im14.jpg,13107,13107,False,True,,0.024993896484375,64.15246394067209,0.9998237997715561,0.9999962055469312,13107,6552,0.024993896484375,2.0004578754578755,0.049999237060546875,524408.0293040293,0.9998200059870709,40.00256649106757,,,,
EA-LSB,0.05,0,5,im14.jpg,13107,13107,False,True,,0.02466583251953125,64.20984582544034,0.9999863318620046,0.9999962553410892,13107,6466,0.02466583251953125,2.0270646458397774,0.049999237060546875,531382.8345190226,0.9999825872542762,40.54120559127513,,,,
PVD,0.05,0,5,im14.jpg,13107,13107,False,True,,0.09539413452148438,58.33558688713768,0.9993877892510052,0.9999855279042926,13107,6722,0.02564239501953125,1.9498661112764057,0.049999237060546875,137398.38477226376,0.9993733260152704,10.476255495459153,,,,
GA-FT,0.05,0,5,im14.jpg,13107,13107,False,True,True,0.024745941162109375,64.19576384889345,0.9998103150933172,0.9999962432294589,13107,6487,0.024745941162109375,2.020502543548636,0.049999237060546875,529662.6187760136,0.9998065590353787,40.40285041032377,492.0,32.0,1.41340645798482,7.0
WOW,0.05,0,5,im14.jpg,13107,13107,False,False,,0.00638580322265625,70.07864829162331,0.9999651430840449,0.9999990305572448,13107,1674,0.00638580322265625,7.829749103942652,0.049999237060546875,2052521.7491039427,0.9999641736750815,156.59176125679843,,,,
S-UNIWARD,0.05,0,5,im14.jpg,13107,13107,False,False,,0.005615234375,70.63712472818092,0.9999687862050549,0.9999991475244325,13107,1472,0.005615234375,8.904211956521738,0.049999237060546875,2334185.7391304346,0.9999679337560965,178.08124594195527,,,,
HILL,0.05,0,5,im14.jpg,13107,13107,False,False,,0.005878448486328125,70.43817644101152,0.9999630115659562,0.9999991075614839,13107,1541,0.005878448486328125,8.505515898767035,0.049999237060546875,2229669.9597663856,0.9999621191604501,170.10646967241857,,,,
MiPOD-lite,0.05,0,5,im14.jpg,13107,13107,False,False,,0.0101318359375,68.07392212123591,0.9999934113042851,0.9999984618294587,13107,2656,0.0101318359375,4.934864457831325,0.049999237060546875,1293645.1084337349,0.9999918731438784,98.69799306981508,,,,
AMDT,0.05,0,6,im15.jpg,13107,13107,False,True,True,0.024547576904296875,64.23071731579167,0.9998595806708034,0.9999924446967607,13107,6435,0.024547576904296875,2.036829836829837,0.049999237060546875,533942.7207459208,0.9998520264284747,40.73119030552697,1833.0,77.0,6.194341249996796,52.0
LSB,0.05,0,6,im15.jpg,13107,13107,False,True,,0.025096893310546875,64.13460396422386,0.9999557504518874,0.999992293123677,13107,6579,0.025096893310546875,1.9922480620155039,0.049999237060546875,522255.87596899224,0.9999480439165902,39.84349901572741,,,,
LSB-M,0.05,0,6,im15.jpg,13107,13107,False,True,,0.02516937255859375,64.12207971610246,0.9998842021586172,0.9999922530694997,13107,6598,0.02516937255859375,1.9865110639587753,0.049999237060546875,520751.9563504092,0.9998764561251947,39.72591902311049,,,,
EA-LSB,0.05,0,6,im15.jpg,13107,13107,False,True,,0.025104522705078125,64.13328392019577,0.9999838510746037,0.9999922782349323,13107,6581,0.025104522705078125,1.991642607506458,0.049999237060546875,522097.1597021729,0.9999761294342343,39.83250911326667,,,,
PVD,0.05,0,6,im15.jpg,13107,13107,False,True,,0.592620849609375,50.403034340900355,0.9998522105296,0.9998180483675715,13107,6303,0.024044036865234375,2.079485959067111,0.049999237060546875,22117.007878881508,0.9996702857877069,1.6868631713626643,,,,
GA-FT,0.05,0,6,im15.jpg,13107,13107,False,True,True,0.024906158447265625,64.16773614215109,0.9999556406664942,0.9999923538336983,13107,6529,0.024906158447265625,2.0075049777913923,0.049999237060546875,526255.3848981467,0.9999479948393714,40.14862416283844,437.0,26.0,1.3772069580154493,1.0
WOW,0.05,0,6,im15.jpg,13107,13107,False,False,,0.009403228759765625,68.39803359206323,0.9999919299748822,0.9999971154047873,13107,2465,0.009403228759765625,5.317241379310345,0.049999237060546875,1393882.924137931,0.9999890454029482,106.34528532174866,,,,
S-UNIWARD,0.05,0,6,im15.jpg,13107,13107,False,False,,0.007106781005859375,69.6140742792333,0.9999893999988239,0.9999978144091678,13107,1863,0.007106781005859375,7.035426731078905,0.049999237060546875,1844294.9049919485,0.9999872144311589,140.70888263008143,,,,
HILL,0.05,0,6,im15.jpg,13107,13107,False,False,,0.008453369140625,68.8605052676318,0.999989022294359,0.9999974020140554,13107,2216,0.008453369140625,5.91471119133574,0.049999237060546875,1550506.0505415162,0.9999864243369344,118.29442293383634,,,,
MiPOD-lite,0.05,0,6,im15.jpg,13107,13107,False,False,,0.0136260986328125,66.78708832603063,0.999995049029829,0.9999958368893064,13107,3572,0.0136260986328125,3.6693729003359463,0.049999237060546875,961904.0895856663,0.9999908859397468,73.38790895962738,,,,
AMDT,0.05,0,7,im16.jpg,13107,13107,False,True,True,0.024383544921875,64.25983516513637,0.9998785872098614,0.9999943084958639,13107,6392,0.024383544921875,2.050531914893617,0.049999237060546875,537534.6382978724,0.9998728963967467,41.00605140066157,1937.0,81.0,6.8610952500021085,56.0
LSB,0.05,0,7,im16.jpg,13107,13107,False,True,,0.02496337890625,64.15776992156306,0.9998774740359918,0.999994173117632,13107,6544,0.02496337890625,2.002903422982885,0.049999237060546875,525049.1149144254,0.9998716478675681,40.05353808963872,,,,
LSB-M,0.05,0,7,im16.jpg,13107,13107,False,True,,0.02527618408203125,64.1036885127363,0.9998695306302743,0.999994100299839,13107,6626,0.02527618408203125,1.9781165107153638,0.049999237060546875,518551.3745849683,0.9998636316998435,39.55753876672559,,,,
EA-LSB,0.05,0,7,im16.jpg,13107,13107,False,True,,0.025043487548828125,64.14385552394074,0.9999723561573837,0.9999941544685422,13107,6565,0.025043487548828125,1.9964965727341966,0.049999237060546875,523369.5975628332,0.9999665107875189,39.92920350401879,,,,
PVD,0.05,0,7,im16.jpg,13107,13107,False,True,,0.11986923217773438,57.34372637403662,0.9995569839878683,0.9999720349890373,13107,6555,0.025005340576171875,1.9995423340961098,0.049999237060546875,109344.15580943895,0.9995290313658532,8.338495318663725,,,,
GA-FT,0.05,0,7,im16.jpg,13107,13107,False,True,True,0.024921417236328125,64.1650762462976,0.9998784403562501,0.9999941829757503,13107,6533,0.024921417236328125,2.00627583039951,0.049999237060546875,525933.1712842492,0.9998726240391157,40.12101777990356,435.0,25.0,1.2640042919665575,0.0
WOW,0.05,0,7,im16.jpg,13107,13107,False,False,,0.006458282470703125,70.02963324710636,0.999978747671624,0.9999984925401519,13107,1693,0.006458282470703125,7.74187832250443,0.049999237060546875,2029486.9509746013,0.999977240243813,154.8364050008707,,,,
S-UNIWARD,0.05,0,7,im16.jpg,13107,13107,False,False,,0.0058746337890625,70.44099561983109,0.9999791068824799,0.9999986287614403,13107,1540,0.0058746337890625,8.511038961038961,0.049999237060546875,2231117.7974025975,0.9999777356725696,170.21958671438318,,,,
HILL,0.05,0,7,im16.jpg,13107,13107,False,False,,0.007289886474609375,69.50359595764559,0.9999756502954239,0.9999982984031932,13107,1911,0.007289886474609375,6.858712715855573,0.049999237060546875,1797970.3861852433,0.9999739487400505,137.1727738453751,,,,
MiPOD-lite,0.05,0,7,im16.jpg,13107,13107,False,False,,0.011051177978515625,67.69671787615809,0.9999902827293706,0.9999974204860953,13107,2897,0.011051177978515625,4.524335519502934,0.049999237060546875,1186027.410424577,0.9999877032405318,90.48697841846253,,,,
AMDT,0.05,0,8,im17.jpg,13107,13107,False,True,True,0.024501800537109375,64.2388236080547,0.999813564726889,0.9999943164321575,13107,6423,0.024501800537109375,2.0406352171882296,0.049999237060546875,534940.2783745913,0.999807882218664,40.80548613986135,1602.0,67.0,5.7850163750117645,42.0
LSB,0.05,0,8,im17.jpg,13107,13107,False,True,,0.025211334228515625,64.11484530949141,0.9997944919701232,0.9999941517662814,13107,6609,0.025211334228515625,1.9832047208352246,0.049999237060546875,519885.2183386291,0.9997886449382635,39.656316316946004,,,,
LSB-M,0.05,0,8,im17.jpg,13107,13107,False,True,,0.025066375732421875,64.13988815629057,0.9997742072448402,0.9999941854628114,13107,6571,0.025066375732421875,1.9946735656673262,0.049999237060546875,522891.70719829557,0.999768394020532,39.88484034121417,,,,
EA-LSB,0.05,0,8,im17.jpg,13107,13107,False,True,,0.025279998779296875,64.10303312228474,0.999989693216784,0.9999941358637805,13107,6627,0.025279998779296875,1.977818017202354,0.049999237060546875,518473.1263014939,0.9999838291410049,39.55632426532965,,,,
PVD,0.05,0,8,im17.jpg,13107,13107,False,True,,0.13613510131835938,56.79110241958536,0.999385909790135,0.9999684400704276,13107,6602,0.02518463134765625,1.985307482581036,0.049999237060546875,96279.3568526354,0.9993543692412064,7.340901498314983,,,,
GA-FT,0.05,0,8,im17.jpg,13107,13107,False,True,True,0.024669647216796875,64.20917421872456,0.9998035966163187,0.9999942774373555,13107,6467,0.024669647216796875,2.0267511983918354,0.049999237060546875,531300.6661512293,0.9997978751776048,40.52744923311551,473.0,29.0,1.3611889589810744,4.0
WOW,0.05,0,8,im17.jpg,13107,13107,False,False,,0.00780487060546875,69.2071465344343,0.9999912411443945,0.9999981895261016,13107,2046,0.00780487060546875,6.406158357771261,0.049999237060546875,1679335.9765395895,0.9999894306863538,128.12376799503593,,,,
S-UNIWARD,0.05,0,8,im17.jpg,13107,13107,False,False,,0.0068817138671875,69.7538374961365,0.9999898312600933,0.9999984036946682,13107,1804,0.0068817138671875,7.265521064301552,0.049999237060546875,1904612.753880266,0.999988234970994,145.31092897352343,,,,
HILL,0.05,0,8,im17.jpg,13107,13107,False,False,,0.0078277587890625,69.19442926379793,0.9999916966051918,0.9999981842421479,13107,2052,0.0078277587890625,6.387426900584796,0.049999237060546875,1674425.6374269007,0.9999898808624167,127.74919460467707,,,,
MiPOD-lite,0.05,0,8,im17.jpg,13107,13107,False,False,,0.009258270263671875,68.46550506487637,0.9999943026888704,0.9999978525463006,13107,2427,0.009258270263671875,5.4004944375772554,0.049999237060546875,1415707.213844252,0.9999921552474056,108.0106895530185,,,,
AMDT,0.05,0,9,im18.jpg,13107,13107,False,True,True,0.0244903564453125,64.24085254750719,0.9997816512947615,0.999995084071351,13107,6420,0.0244903564453125,2.041588785046729,0.049999237060546875,535190.2504672897,0.999776736439499,40.823282367164495,1910.0,80.0,6.484652167069726,55.0
LSB,0.05,0,9,im18.jpg,13107,13107,False,True,,0.024799346923828125,64.18640116780091,0.9998143670492728,0.9999950219678506,13107,6501,0.024799346923828125,2.0161513613290265,0.049999237060546875,528521.9824642363,0.9998093899412103,40.315956424665224,,,,
LSB-M,0.05,0,9,im18.jpg,13107,13107,False,True,,0.02484130859375,64.17905890938427,0.9997742877386653,0.9999950136394418,13107,6512,0.02484130859375,2.0127457002457003,0.049999237060546875,527629.2088452089,0.9997693025035898,40.24624140594303,,,,
EA-LSB,0.05,0,9,im18.jpg,13107,13107,False,True,,0.025424957275390625,64.07820129069694,0.9999788463520285,0.9999948963718229,13107,6665,0.025424957275390625,1.9665416354088523,0.049999237060546875,515517.0904726182,0.9999737428318117,39.33040012616691,,,,
PVD,0.05,0,9,im18.jpg,13107,13107,False,True,,0.24607467651367188,54.220134380072395,0.9993886652031563,0.9999506217644947,13107,6445,0.024585723876953125,2.0336695112490304,0.049999237060546875,53264.318725099605,0.9993393171542845,4.061122141102404,,,,
GA-FT,0.05,0,9,im18.jpg,13107,13107,False,True,True,0.02501678466796875,64.14848870486226,0.9998127104540314,0.99999497833073,13107,6558,0.02501678466796875,1.9986276303751143,0.049999237060546875,523928.24153705395,0.9998076897252676,39.96547529968596,480.0,29.0,1.5126407910138369,4.0
WOW,0.05,0,9,im18.jpg,13107,13107,False,False,,0.008960723876953125,68.60737266041966,0.9999861123518662,0.9999982012935272,13107,2349,0.008960723876953125,5.579821200510856,0.049999237060546875,1462716.6487867178,0.9999843136703732,111.59637629749098,,,,
S-UNIWARD,0.05,0,9,im18.jpg,13107,13107,False,False,,0.007076263427734375,69.63276368868507,0.9999835710247373,0.9999985795725538,13107,1855,0.007076263427734375,7.065768194070081,0.049999237060546875,1852248.7374663074,0.9999821506206273,141.31499778560308,,,,
HILL,0.05,0,9,im18.jpg,13107,13107,False,False,,0.00972747802734375,68.25080102385616,0.9999840155655995,0.9999980473878964,13107,2550,0.00972747802734375,5.14,0.049999237060546875,1347420.16,0.9999820629847073,102.7997246741424,,,,
MiPOD-lite,0.05,0,9,im18.jpg,13107,13107,False,False,,0.012584686279296875,67.13237967274227,0.999993481520493,0.999997473950913,13107,3299,0.012584686279296875,3.9730221279175506,0.049999237060546875,1041503.9127008184,0.9999909554878721,79.46093635508116,,,,
AMDT,0.05,0,10,im19.jpg,13107,13107,False,True,True,0.024166107177734375,64.29873663600111,0.9999488335098108,0.9999979640981169,13107,6335,0.024166107177734375,2.0689818468823993,0.049999237060546875,542371.1772691397,0.9999467977120977,41.37806682548384,1622.0,68.0,5.590198916033842,43.0
LSB,0.05,0,10,im19.jpg,13107,13107,False,True,,0.025066375732421875,64.13988815629057,0.9999444402185508,0.9999979030802283,13107,6571,0.025066375732421875,1.9946735656673262,0.049999237060546875,522891.70719829557,0.9999423434152834,39.89177989229281,,,,
LSB-M,0.05,0,10,im19.jpg,13107,13107,False,True,,0.024982452392578125,64.1544529239077,0.999944966867757,0.9999978959283169,13107,6549,0.024982452392578125,2.0013742556115437,0.049999237060546875,524648.2528630325,0.9999428629118676,40.02580880365989,,,,
EA-LSB,0.05,0,10,im19.jpg,13107,13107,False,True,,0.02530670166015625,64.09844815636109,0.9999962301785604,0.9999978658343769,13107,6634,0.02530670166015625,1.975731082303286,0.049999237060546875,517926.0488393126,0.9999940960209828,39.51499130348576,,,,
