variant,seed,image,rate_bpp,extraction_ok,mse,psnr,ssim,correlation,payload_bits,n_changes,change_rate,embedding_efficiency,bits_per_pixel,bits_per_unit_distortion,fused_measure_1,fused_measure_2,chi_square_p,rs_rate,ws_rate,payload_bias,payload_autocorr,payload_entropy
no_decomp,1,11,0.1,True,0.048595428466796875,61.26484945207,0.9995250238839529,0.9999922320578322,26214,12739,0.048595428466796875,2.057775335583641,0.09999847412109375,539433.4575712379,0.9995172596313721,20.568133488406186,0.0,0.08732491135935776,0.1019971597536027,,,
fixed_path,1,11,0.1,True,0.0494842529296875,61.186133428186366,0.9995964962607936,0.9999920957347767,26214,12972,0.0494842529296875,2.0208140610545793,0.09999847412109375,529744.2812210916,0.9995885951849708,20.20013511379656,0.0,0.09358495645234911,0.09583000561517331,,,
fixed_plane,1,11,0.1,True,0.048885345458984375,61.239016722993085,0.9995494816968138,0.9999921917889953,26214,12815,0.048885345458984375,2.045571595786188,0.09999847412109375,536234.3204057745,0.9995416770035511,20.44665262398899,0.0,0.09123470828866083,0.09940831841060838,,,
single_seg,1,11,0.1,True,0.0492706298828125,61.20492246474448,0.999577884371034,0.9999921082883012,26214,12916,0.0492706298828125,2.029575720037163,0.09999847412109375,532041.0975534221,0.9995699959905501,20.287339503634776,0.0,0.07867757527567525,0.08587546222374041,,,
no_ga,1,11,0.1,True,0.10701370239257812,57.83640971103408,0.9990626758494565,0.999982886291184,26214,12393,0.047275543212890625,2.1152263374485596,0.09999847412109375,244959.28478237623,0.9990455781817331,9.335679037781066,0.0,0.06824916863587654,0.07455416157438759,,,
unconstrained,1,11,0.1,True,0.0489959716796875,61.229199859251075,0.9995664896456639,0.9999921523622984,26214,12844,0.0489959716796875,2.0409529741513546,0.09999847412109375,535023.5764559327,0.9995586454099945,20.40083319389268,0.0,0.08143504849312774,0.08643261783615956,,,
full,1,12,0.1,True,0.048614501953125,61.263145200264965,0.9994998327728101,0.9999884312670465,26214,12744,0.048614501953125,2.0569679849340865,0.09999847412109375,539221.8154425612,0.9994882698261577,20.559467436072527,0.0,0.07349053050332294,0.08120152294781266,,,
no_T1T2,1,12,0.1,True,0.049205780029296875,61.2106424006419,0.9994729801784973,0.9999882901738563,26214,12899,0.049205780029296875,2.0322505620590743,0.09999847412109375,532742.291340414,0.999461276523664,20.31186734421423,0.0,0.0857224297894104,0.09240127703781854,,,
no_T3,1,12,0.1,True,0.048938751220703125,61.2342747768453,0.9994860943413897,0.9999883545729524,26214,12829,0.048938751220703125,2.0433393093771923,0.09999847412109375,535649.1399173747,0.999474454898993,20.422966053865586,0.0,0.07903777067575515,0.09480826618665193,,,
no_T4,1,12,0.1,True,0.049068450927734375,61.22278013181599,0.9994571780990793,0.9999883233107871,26214,12863,0.049068450927734375,2.0379382725647206,0.09999847412109375,534233.2905232061,0.999445507748229,20.36839331284706,0.0,0.08232466839616467,0.0960877468461827,,,
no_decomp,1,12,0.1,True,0.04900360107421875,61.2285236514149,0.9994358447033679,0.9999883382584202,26214,12846,0.04900360107421875,2.0406352171882296,0.09999847412109375,534940.2783745913,0.9994241895408214,20.394913182546247,0.0,0.09294644638853508,0.10835332417257011,,,
fixed_path,1,12,0.1,True,0.049346923828125,61.19820275921227,0.9995366535156014,0.9999882566130381,26214,12936,0.049346923828125,2.0264378478664193,0.09999847412109375,531218.5231910946,0.9995249155698966,20.25506025565515,0.0,0.08445964761666166,0.1002514225896258,,,
fixed_plane,1,12,0.1,True,0.048480987548828125,61.275089031206036,0.9994900269490247,0.9999884630321527,26214,12709,0.048480987548828125,2.062632779919742,0.09999847412109375,540706.8074592808,0.99947849586472,20.61588565740508,0.0,0.07832561834845231,0.08871372976992341,,,
single_seg,1,12,0.1,True,0.049167633056640625,61.21401059130168,0.9995176852468083,0.9999882993967523,26214,12889,0.049167633056640625,2.033827294592288,0.09999847412109375,533155.6223136007,0.9995059902869341,20.328535830380794,0.0,0.07575617892715625,0.07797065576688608,,,
no_ga,1,12,0.1,True,0.06886672973632812,59.75070900667377,0.9992351737511387,0.9999836122944837,26214,12390,0.04726409912109375,2.115738498789346,0.09999847412109375,380648.2477150612,0.9992187985793698,14.509456197573273,0.0,0.07486458421411397,0.09164287273829017,,,
unconstrained,1,12,0.1,True,0.048992156982421875,61.229538002656,0.9995647467045066,0.9999883411718671,26214,12843,0.048992156982421875,2.0411118897453866,0.09999847412109375,535065.2352254146,0.999553092950917,20.402308339058255,0.0,0.07547002229734452,0.07463181523395256,,,
full,1,13,0.1,True,0.04932403564453125,61.200217579391776,0.9996779037496808,0.9999942582702356,26214,12930,0.04932403564453125,2.0273781902552206,0.09999847412109375,531465.0283062645,0.999672163869306,20.26744468100196,1.3041605221227858e-08,0.09203113911230291,0.09215988632890364,,,
no_T1T2,1,13,0.1,True,0.049144744873046875,61.2160327602746,0.9996593997176598,0.9999942791707641,26214,12883,0.049144744873046875,2.034774509042925,0.09999847412109375,533403.9288985485,0.99965368083694,20.341008655539763,1.2297799914986153e-08,0.09293793581495235,0.10436027994015162,,,
no_T3,1,13,0.1,True,0.049175262451171875,61.21333674416007,0.9997779910908471,0.9999942756053274,26214,12891,0.049175262451171875,2.033511752385385,0.09999847412109375,533072.9048173144,0.9997722679670411,20.33079678953937,7.996720938600969e-15,0.06151122853404516,0.060146853944047785,,,
no_T4,1,13,0.1,True,0.0492401123046875,61.20761326087704,0.9996064250382968,0.9999942680240774,26214,12908,0.0492401123046875,2.0308335915711186,0.09999847412109375,532370.8410288193,0.9996006953183364,20.300536463707,2.9794259872359287e-12,0.10274752745524697,0.1104506201230336,,,
no_decomp,1,13,0.1,True,0.049037933349609375,61.22548201840693,0.9997063713551123,0.9999942916730923,26214,12855,0.049037933349609375,2.0392065344224037,0.09999847412109375,534565.7577596266,0.9997006647043329,20.38627234914451,2.0657353558862642e-10,0.08687079292081158,0.09081527090396622,,,
fixed_path,1,13,0.1,True,0.049007415771484375,61.228185586975464,0.9997171497186153,0.9999942951473515,26214,12847,0.049007415771484375,2.0404763758075815,0.09999847412109375,534898.6390597026,0.9997114464795859,20.399187158554103,1.265519801216849e-11,0.08508064850582267,0.084937383349896,,,
fixed_plane,1,13,0.1,True,0.04863739013671875,61.261100980495975,0.9996847472310506,0.9999943382408397,26214,12750,0.04863739013671875,2.056,0.09999847412109375,538968.064,0.9996790872567756,20.553715658810994,5.2484548836335964e-14,0.07972623106919964,0.0775243455827054,,,
single_seg,1,13,0.1,True,0.049251556396484375,61.20660401694693,0.9997727215033385,0.9999942666921071,26214,12911,0.049251556396484375,2.0303617070714894,0.09999847412109375,532247.1393385485,0.9997669894985032,20.29919585586675,9.719949770714686e-15,0.059841875545655454,0.054560119958399836,,,
no_ga,1,13,0.1,True,0.08674240112304688,58.74848921149972,0.9996015864238479,0.9999899029573691,26214,11539,0.044017791748046875,2.271773983880752,0.09999847412109375,302205.1460486389,0.9995914934040159,11.5236779298519,5.319165396910169e-15,0.0606783328170542,0.05868642764522773,,,
unconstrained,1,13,0.1,True,0.0491943359375,61.21165258358556,0.9996731617006237,0.9999942733444588,26214,12896,0.0491943359375,2.032723325062035,0.09999847412109375,532866.2233250621,0.9996674369167728,20.320783233801993,1.5233325001547037e-11,0.08159111835583815,0.08813197502858346,,,
full,1,14,0.1,True,0.048961639404296875,61.2322440981211,0.9995987594796444,0.999985557688595,26214,12835,0.048961639404296875,2.0423841059602648,0.09999847412109375,535398.7390728476,0.9995843229630799,20.41566285616156,4.245295930725298e-23,0.07254036896064753,0.09181693008658412,,,
no_T1T2,1,14,0.1,True,0.049068450927734375,61.22278013181599,0.9995916702619659,0.9999855264880375,26214,12863,0.049068450927734375,2.0379382725647206,0.09999847412109375,534233.2905232061,0.9995772026599687,20.37107721480952,8.993050209180365e-23,0.08278056759307613,0.09938494367463874,,,
no_T3,1,14,0.1,True,0.048931121826171875,61.234951880809724,0.9996467990038486,0.9999855668763667,26214,12827,0.048931121826171875,2.0436579090979965,0.09999847412109375,535732.6589225852,0.9996323709780089,20.429377738961502,5.95553312829208e-24,0.06570131828783,0.08226462785256541,,,
no_T4,1,14,0.1,True,0.0491485595703125,61.215695666719185,0.9994661493538597,0.999985503472878,26214,12884,0.0491485595703125,2.0346165787022663,0.09999847412109375,533362.5284073269,0.999451660565718,20.335319474335577,1.037523405383187e-15,0.10582489012339512,0.12449640760326777,,,
no_decomp,1,14,0.1,True,0.048938751220703125,61.2342747768453,0.9995443555761119,0.9999855660296413,26214,12829,0.048938751220703125,2.0433393093771923,0.09999847412109375,535649.1399173747,0.9995299281825113,20.424099578570132,2.6427476502292227e-20,0.08687961497991957,0.10280538542277262,,,
fixed_path,1,14,0.1,True,0.04914093017578125,61.2163698799968,0.9996380137147027,0.9999855048343028,26214,12882,0.04914093017578125,2.0349324639031208,0.09999847412109375,533445.3358174197,0.9996235237960568,20.34197399642862,1.341881908823306e-15,0.0899156512736547,0.10397888084015465,,,
fixed_plane,1,14,0.1,True,0.048919677734375,61.235967734734835,0.9995277737405083,0.9999855702396689,26214,12824,0.048919677734375,2.0441359950093574,0.09999847412109375,535857.986275733,0.9995133507942889,20.43172394187602,8.837583075405782e-19,0.08884097141034687,0.11029405970479529,,,
single_seg,1,14,0.1,True,0.049167633056640625,61.21401059130168,0.9997531056115727,0.9999854977345426,26214,12889,0.049167633056640625,2.033827294592288,0.09999847412109375,533155.6223136007,0.9997386069266433,20.333266923281712,2.1869171348884652e-23,0.050767891395404746,0.05654581975401263,,,
no_ga,1,14,0.1,True,0.0887298583984375,58.65010572427142,0.9991789527981614,0.9999738277887567,26214,13231,0.050472259521484375,1.9812561408812637,0.09999847412109375,295436.0625967326,0.9991528020755388,11.260615311577387,4.825591849623228e-20,0.0625079980217109,0.06755097852114622,,,
unconstrained,1,14,0.1,True,0.04903411865234375,61.22581987245191,0.9995400233037288,0.9999855366589158,26214,12854,0.04903411865234375,2.03936517815466,0.09999847412109375,534607.3452621752,0.9995255666154444,20.384287391849934,1.1470731080551215e-18,0.08814383962123884,0.10804855975042368,,,
full,1,15,0.1,True,0.04863739013671875,61.261100980495975,0.9996867565081146,0.999994338316536,26214,12750,0.04863739013671875,2.056,0.09999847412109375,538968.064,0.999681096598136,20.553756971499745,9.224532619120346e-13,0.08394639846670555,0.08307569182149269,,,
no_T1T2,1,15,0.1,True,0.049037933349609375,61.22548201840693,0.9997619906762206,0.999994291711902,26214,12855,0.049037933349609375,2.0392065344224037,0.09999847412109375,534565.7577596266,0.9997562837467484,20.387406553598414,3.556528277368836e-15,0.07076488755880395,0.0641026048776809,,,
